Price,Bedrooms,Bathrooms,Area,Location,date,id
2999000,2,2,124,Moharam Bik,2023-03-01,196084187
4300000,3,3,242,Louran,2023-03-01,196106300
780000,2,1,75,Kafr Abdo,2023-03-01,196122214
1250000,3,2,280,Gianaclis,2023-03-01,195929165
1050000,3,2,145,Miami,2023-03-01,195938868
1900000,3,2,150,Kafr Abdo,2023-03-01,196076746
475000,3,1,130,Nakheel,2023-03-01,196113518
3697000,3,2,145,Smoha,2023-03-01,196124128
5500000,4,3,256,Smoha,2023-03-01,196121187
365000,3,1,110,Agami,2023-03-01,195927552
450000,2,1,110,Mandara,2023-03-01,196074350
1350000,2,1,120,Mandara,2023-03-01,195930179
1300000,3,1,135,Louran,2023-03-01,196117430
3100000,3,2,150,Sidi Gaber,2023-03-01,196131185
380000,3,1,110,Agami,2023-03-01,196037577
6748000,4,4,241,Smoha,2023-03-01,196018250
400000,3,1,150,Agami,2023-03-01,196001092
2550000,3,2,260,El Max,2023-03-01,196088809
4500000,3,2,185,Kafr Abdo,2023-03-01,196033398
1200000,3,1,128,Seyouf,2023-03-01,195944170
990000,3,1,100,Sidi Gaber,2023-03-01,195993799
3100000,3,2,175,Miami,2023-03-01,196043405
500000,4,2,160,Agami,2023-03-01,196034282
900000,2,1,121,Smoha,2023-03-01,195977264
240000,2,1,85,Agami,2023-03-01,196137799
750000,3,2,165,Agami,2023-03-01,196138854
360000,1,1,50,Miami,2023-03-01,196117581
4900000,3,3,184,Moharam Bik,2023-03-01,196140119
3350000,3,2,189,Saba Pasha,2023-03-01,196086388
3800000,3,2,200,Glim,2023-03-01,196107410
640000,2,1,135,Nakheel,2023-03-01,196113732
850000,3,1,100,Cleopatra,2023-03-01,196140261
2500000,2,2,140,Sidi Gaber,2023-03-01,196104807
2736000,2,1,114,Smoha,2023-03-01,196140781
2250000,3,2,145,Kafr Abdo,2023-03-01,196140759
2400000,3,2,151,Azarita,2023-03-01,196140663
1350000,2,1,130,Zezenia,2023-03-01,196139576
295000,2,1,110,Nakheel,2023-03-01,196085320
4500000,3,2,175,Louran,2023-03-01,196140493
1000000,2,1,80,Shatby,2023-03-01,196137516
125000,2,1,80,Agami,2023-03-01,196140195
1200000,2,1,120,Fleming,2023-03-01,196140049
135000,2,1,70,Agami,2023-03-01,196139926
3650000,3,2,125,Saba Pasha,2023-03-01,196100474
4500000,3,3,198,Smoha,2023-03-01,196139820
350000,2,2,140,Agami,2023-03-01,196139743
3750000,3,3,215,Gianaclis,2023-03-01,196139740
4816000,3,3,202,Moharam Bik,2023-03-01,196139626
4000000,5,4,500,Asafra,2023-03-01,196139566
3250000,3,2,150,Smoha,2023-03-01,196131348
2250000,3,1,145,Smoha,2023-03-01,196138391
8968000,3,4,280,Sporting,2023-03-01,196138116
370000,2,1,80,Miami,2023-03-01,196120630
3778000,3,2,148,Moharam Bik,2023-03-01,196139093
1750000,3,2,170,Montazah,2023-03-01,196138937
2300000,3,1,130,Maamoura,2023-03-01,196138766
2150000,3,1,165,Gianaclis,2023-03-01,195995411
4702000,3,3,171,Smoha,2023-03-01,195979994
4290000,3,3,165,Smoha,2023-03-01,195979591
6250000,3,3,450,Smoha,2023-03-01,195845967
3500000,2,2,210,Louran,2023-03-01,195843498
6890000,3,3,243,Smoha,2023-03-01,195532286
1300000,3,1,125,Miami,2023-03-01,196137914
7850000,3,2,234,Sporting,2023-03-01,195999784
475000,3,2,140,Abu Talat,2023-03-01,196138458
395000,3,2,125,Abu Talat,2023-03-01,196138380
1500000,3,2,120,Mandara,2023-03-01,196138359
300000,2,1,70,Asafra,2023-03-01,196128201
1700000,3,1,120,Moharam Bik,2023-03-01,196119744
4200000,3,2,175,Louran,2023-03-01,195940616
1100000,4,2,300,Nakheel,2023-03-01,196128630
655000,3,2,145,Nakheel,2023-03-01,196128454
2050000,2,1,120,Smoha,2023-03-01,196138163
2500000,3,2,168,Smoha,2023-03-01,196138135
1200000,2,1,95,Miami,2023-03-01,196138101
1300000,3,2,140,Montazah,2023-03-01,196137749
570000,3,1,120,Nakheel,2023-03-01,196137605
1350000,3,2,145,Smoha,2023-03-01,196137352
3800000,4,3,244,Smoha,2023-03-01,196135758
880000,2,1,75,Mandara,2023-03-01,196118622
220000,2,1,80,Agami,2023-03-01,196100710
500000,1,1,75,Miami,2023-03-01,195681719
6500000,3,3,220,Smoha,2023-03-01,196137003
1950000,3,1,134,Smoha,2023-03-01,196036035
2750000,3,2,180,Louran,2023-03-01,196030098
1700000,3,2,165,Miami,2023-03-01,195945363
4830000,3,3,230,Glim,2023-03-01,195941690
3500000,3,2,220,Raml Station,2023-03-01,195979106
5574400,3,3,208,Moharam Bik,2023-03-01,195978560
5574400,3,3,208,Moharam Bik,2023-03-01,195961905
3300000,3,2,190,Saba Pasha,2023-03-01,195960254
5747400,3,3,184,Moharam Bik,2023-03-01,195959742
7500000,3,3,217,Camp Caesar,2023-03-01,195957551
2800000,3,2,165,Camp Caesar,2023-03-01,196102434
3600000,3,2,185,Louran,2023-03-01,196101605
2700000,3,2,150,Louran,2023-03-01,196086716
1750000,3,1,165,Gianaclis,2023-03-01,195517678
1600000,4,2,220,Bahray - Anfoshy,2023-03-01,196136577
1500000,2,1,145,Sporting,2023-03-01,196136409
6600000,3,2,195,Smoha,2023-03-01,196135944
1400000,2,1,96,Smoha,2023-03-01,196135854
2900000,3,2,190,Sporting,2023-03-01,196135174
355000,2,1,90,Nakheel,2023-03-01,196134581
260000,2,1,80,Nakheel,2023-03-01,196134506
3600000,3,2,185,Louran,2023-03-01,196134490
1650000,2,2,120,Roushdy,2023-03-01,196134479
3950000,3,3,191,Roushdy,2023-03-01,195976123
3650000,3,3,245,Louran,2023-03-01,195944938
3800000,3,3,190,Smoha,2023-03-01,196134298
4000000,3,3,160,Smoha,2023-03-01,196110047
260000,2,1,110,Agami,2023-03-01,196057908
3000000,2,2,135,Sidi Gaber,2023-03-01,193191736
350000,2,1,110,Nakheel,2023-03-01,196096921
475000,2,1,130,Nakheel,2023-03-01,196044762
350000,2,1,135,Nakheel,2023-03-01,196077776
420000,2,1,420000,Sidi Beshr,2023-03-01,196132322
350000,2,1,75,Sidi Beshr,2023-03-01,196132310
2100000,2,2,125,Glim,2023-03-01,196132286
750000,2,1,90,Asafra,2023-03-01,196132285
5400000,4,4,380,San Stefano,2023-03-01,196132271
290000,2,1,110,Nakheel,2023-03-01,196132264
5400000,4,4,380,Louran,2023-03-01,196132255
