Price,Bedrooms,Bathrooms,Area,Location,date,id
2150000,2,2,154,Sidi Beshr,2023-02-05,195793712
2200000,3,1,142,Camp Caesar,2023-02-05,195682919
980000,3,1,150,Seyouf,2023-02-05,195702155
3700000,5,3,300,Glim,2023-02-05,195760787
4000000,6,3,380,Smoha,2023-02-05,192113939
750000,3,1,140,Abu Talat,2023-02-05,195689216
2632000,3,2,156,Saba Pasha,2023-02-05,195766140
3557400,3,2,147,Smoha,2023-02-05,195714928
2250000,3,1,145,Smoha,2023-02-05,195759797
3800000,3,2,200,Kafr Abdo,2023-02-05,195594470
1500000,2,2,110,Louran,2023-02-05,195610976
575000,3,2,120,Miami,2023-02-05,195760594
3300000,3,3,225,Kafr Abdo,2023-02-05,195724782
1550000,3,2,140,Victoria,2023-02-05,195765573
3400000,3,3,210,Glim,2023-02-05,195768960
1200000,3,2,300,Nakheel,2023-02-05,195711699
1600000,2,1,130,Bolkly,2023-02-05,195684203
1200000,3,2,140,Smoha,2023-02-05,195732280
2500000,2,2,155,Sporting,2023-02-05,195712383
960000,2,1,101,Seyouf,2023-02-05,195783982
160000,3,1,110,Agami,2023-02-05,195698749
1500000,3,2,150,Sidi Beshr,2023-02-05,195679908
15500000,3,3,292,San Stefano,2023-02-05,195727491
390000,2,1,80,Agami,2023-02-05,195776042
635000,3,2,175,Seyouf,2023-02-05,194705404
2400000,3,2,218,Louran,2023-02-09,195796811
345000,2,1,120,Nakheel,2023-02-09,195691167
3300000,3,2,250,Smoha,2023-02-09,195796568
445000,3,1,135,Nakheel,2023-02-09,195795734
2300000,3,2,145,Roushdy,2023-02-09,195795689
650000,2,1,70,Mandara,2023-02-09,195795572
1350000,3,2,150,Sidi Beshr,2023-02-09,195778362
1550000,3,2,135,Victoria,2023-02-09,195684054
3105000,3,3,207,Louran,2023-02-09,195683786
750000,3,1,140,Al Hadrah,2023-02-09,194247830
170000,1,1,65,Nakheel,2023-02-09,195795151
2250000,3,2,180,Smoha,2023-02-09,195794337
1140000,3,1,145,Gianaclis,2023-02-09,195712933
800000,3,1,100,Camp Caesar,2023-02-09,195523701
6100000,3,3,236,Smoha,2023-02-09,195793749
3000000,4,3,170,Gianaclis,2023-02-09,195793252
1200000,3,1,120,Sidi Beshr,2023-02-09,195783053
1550000,3,1,140,Miami,2023-02-09,195776917
550000,3,1,120,Sidi Beshr,2023-02-09,195776053
2600000,3,2,170,Kafr Abdo,2023-02-09,195792944
2100000,2,1,125,Sidi Beshr,2023-02-09,195792719
3000000,3,2,196,Smoha,2023-02-09,195792644
3500000,5,2,165,Raml Station,2023-02-09,195792631
2100000,3,1,151,Cleopatra,2023-02-09,195792545
2550000,3,2,150,Louran,2023-02-09,195777436
900000,3,2,145,Agami,2023-02-09,195792074
780000,3,1,140,Sidi Beshr,2023-02-09,195791441
800000,2,1,135,Miami,2023-02-09,195759894
575000,3,1,135,Moharam Bik,2023-02-09,195758505
1500000,2,1,110,Kafr Abdo,2023-02-09,195792232
4000000,4,3,240,San Stefano,2023-02-09,195792133
3500000,3,2,225,Camp Caesar,2023-02-09,195792005
5700000,3,3,265,Smoha,2023-02-09,195791669
3000000,3,2,170,Camp Caesar,2023-02-09,195791461
315000,2,1,115,Nakheel,2023-02-09,195691156
