Price,Bedrooms,Bathrooms,Area,Location,date,id
3500000,3,2,175,Roushdy,2023-03-15,196306164
4800000,3,3,245,Roushdy,2023-03-15,196360495
3600000,3,3,176,Roushdy,2023-03-15,196249484
2100000,3,2,147,Louran,2023-03-15,196277586
3950000,3,2,195,Smoha,2023-03-15,196357433
9222000,4,3,252,Smoha,2023-03-15,196321012
150000,3,1,100,Agami,2023-03-15,196215712
700000,3,1,100,Sidi Beshr,2023-03-15,196309852
685000,3,2,160,Miami,2023-03-15,196372372
3800000,3,2,200,Kafr Abdo,2023-03-15,196202414
300000,2,1,100,Abu Talat,2023-03-15,196356413
2700000,3,2,150,Louran,2023-03-15,196321783
800000,2,1,150,Moharam Bik,2023-03-15,196368726
2100000,3,1,145,Smoha,2023-03-15,196377421
3200000,3,2,180,Louran,2023-03-15,196203598
950000,3,1,120,Seyouf,2023-03-15,196154638
4100000,3,3,270,Saba Pasha,2023-03-15,191321018
8000000,4,3,260,Glim,2023-03-15,196318053
5200000,3,3,260,Roushdy,2023-03-15,196258357
275000,2,1,85,Agami,2023-03-15,196326102
6815000,4,4,290,Moharam Bik,2023-03-15,196280238
4300000,2,2,180,Smoha,2023-03-15,196313466
3100000,3,2,200,Louran,2023-03-15,196378970
4100000,3,3,194,Smoha,2023-03-15,196239130
1275000,3,2,140,Miami,2023-03-15,196194743
500000,3,1,240,Agami,2023-03-15,196366309
4500000,3,3,205,Kafr Abdo,2023-03-15,196232425
400000,3,1,115,Abu Talat,2023-03-15,196316278
1250000,3,2,160,Nakheel,2023-03-15,196343093
530000,2,1,99,Sidi Beshr,2023-03-15,196309498
2808000,3,2,156,Saba Pasha,2023-03-15,196241735
1500000,3,2,150,Sporting,2023-03-15,196378905
3200000,3,3,230,Smoha,2023-03-15,196378851
170000,2,1,90,Agami,2023-03-15,196378377
4704000,3,2,168,Smoha,2023-03-15,196152863
3850000,4,2,230,Smoha,2023-03-15,196378326
2300000,3,2,200,Bolkly,2023-03-15,196378126
2500000,3,1,150,Al Hadrah,2023-03-15,196378079
800000,2,1,100,Mandara,2023-03-15,196367594
220000,4,1,120,Agami,2023-03-15,196342709
4115000,3,2,166,Moharam Bik,2023-03-15,196376858
461000,3,3,171,Smoha,2023-03-15,196376510
3080000,3,2,140,Smoha,2023-03-15,196376366
5000000,3,3,180,Louran,2023-03-15,196376728
2550000,3,2,185,Smoha,2023-03-15,196376347
590000,1,1,79,Sidi Beshr,2023-03-15,196368325
320000,4,1,130,Agami,2023-03-15,196341335
4500000,3,3,300,Zezenia,2023-03-15,196241280
656500,2,2,101,Moharam Bik,2023-03-15,196376198
3000000,3,2,155,Roushdy,2023-03-15,196376191
3000000,3,2,151,Kafr Abdo,2023-03-15,196375882
1300000,2,1,100,Miami,2023-03-15,196375761
650000,3,2,183,Sporting,2023-03-15,196372902
400000,2,1,110,Abu Talat,2023-03-15,196375698
1000000,2,1,100,Miami,2023-03-15,196375642
12000000,3,3,252,Glim,2023-03-15,196375593
350000,2,1,95,Schutz,2023-03-15,194768015
3332000,2,2,130,Moharam Bik,2023-03-15,196361751
5500000,3,3,320,Stanley,2023-03-15,196362153
1900000,1,2,121,Azarita,2023-03-15,196374807
1800000,3,3,210,Miami,2023-03-15,196374521
1250000,2,2,115,Montazah,2023-03-15,196374234
3600000,3,3,176,Roushdy,2023-03-15,196344789
2700000,3,3,140,Saba Pasha,2023-03-15,196256419
7000000,4,3,288,Raml Station,2023-03-15,196374042
4401000,2,2,150,Smoha,2023-03-15,196374038
2500000,2,2,140,Sidi Gaber,2023-03-15,196374034
3650000,3,2,145,Mandara,2023-03-15,196374023
340000,2,1,100,Nakheel,2023-03-15,196374021
1000000,3,1,110,Sidi Gaber,2023-03-15,196356286
5000000,4,2,250,Glim,2023-03-15,196373984
1224000,3,1,144,Seyouf,2023-03-15,196363475
1750000,3,1,140,Montazah,2023-03-15,196373817
3800000,3,3,240,Zezenia,2023-03-15,196373668
980000,3,1,105,Sidi Beshr,2023-03-15,196373632
820000,3,1,125,Sidi Beshr,2023-03-15,196373539
310000,3,1,125,Agami,2023-03-15,196373500
3100000,3,3,227,Glim,2023-03-15,196373349
1125000,3,2,150,Louran,2023-03-15,196373247
260000,2,1,85,Nakheel,2023-03-15,196373199
1700000,3,2,130,Miami,2023-03-15,196197465
5500000,4,3,220,Miami,2023-03-15,196172533
510000,2,1,100,El Max,2023-03-15,196372988
1200000,3,1,140,Sidi Beshr,2023-03-15,196372777
1400000,2,1,120,Montazah,2023-03-15,196372081
3345000,4,2,223,Smoha,2023-03-15,196372467
3750000,3,2,166,Smoha,2023-03-15,196236914
1550000,2,1,135,Zezenia,2023-03-15,196372055
2700000,3,2,178,Amreya,2023-03-15,196371739
750000,3,1,140,Victoria,2023-03-15,196336846
