Price,Bedrooms,Bathrooms,Area,Location,date,id
4500000,3,3,220,Smoha,2023-02-12,195795645
4375000,3,2,330,Glim,2023-02-12,195827835
4300000,3,3,200,Smoha,2023-02-12,195891675
1650000,3,1,120,Kafr Abdo,2023-02-12,195782116
4100000,3,3,142,Smoha,2023-02-12,195776478
200000,2,1,120,Agami,2023-02-12,195844662
630000,3,2,130,Nakheel,2023-02-12,195842481
1400000,2,1,96,Smoha,2023-02-12,195819113
1600000,3,2,151,Smoha,2023-02-12,195777293
385000,2,1,90,Agami,2023-02-12,195885003
175000,2,1,100,Agami,2023-02-12,195844791
250000,3,1,120,Agami,2023-02-12,195874020
3024000,3,3,216,Smoha,2023-02-12,195844862
330000,2,1,85,Seyouf,2023-02-12,195825657
1450000,2,2,120,Maamoura,2023-02-12,195860771
130000,2,1,90,Agami,2023-02-12,195853850
750000,2,1,90,Mandara,2023-02-12,195828596
16400000,3,3,292,San Stefano,2023-02-12,195839676
1000000,3,1,112,Asafra,2023-02-15,195897706
500000,2,1,77,Abu Qir,2023-02-15,195892232
1600000,2,2,100,Asafra,2023-02-15,195880312
900000,3,2,130,Victoria,2023-02-15,195878992
1500000,3,2,135,Miami,2023-02-15,195875253
430000,2,1,65,Sidi Beshr,2023-02-15,195896829
3902000,3,2,176,Smoha,2023-02-15,195896865
3350000,3,2,180,Kafr Abdo,2023-02-15,195780825
5250000,3,2,280,Louran,2023-02-15,195896723
315000,3,1,100,Agami,2023-02-15,195896686
1950000,4,3,350,Seyouf,2023-02-15,195862391
390000,3,1,130,Nakheel,2023-02-15,195861433
185000,2,1,75,Agami,2023-02-15,194187352
2350000,3,2,145,Al Ibrahimiyyah,2023-02-15,195896265
3410000,3,3,155,Smoha,2023-02-15,195896260
2400000,3,2,151,Sporting,2023-02-15,195895960
3200000,3,3,196,Roushdy,2023-02-15,195895743
135000,2,1,65,Agami,2023-02-15,195895300
75000,2,2,150,Abu Talat,2023-02-15,195878112
275000,2,1,85,Nakheel,2023-02-15,195894494
625000,2,1,98,Sidi Beshr,2023-02-15,195894269
800000,2,1,85,Miami,2023-02-15,195628889
4250000,3,3,196,Smoha,2023-02-15,195893892
3750000,3,3,215,Gianaclis,2023-02-15,195893711
4650000,3,2,165,Asafra,2023-02-15,195893399
1200000,3,1,100,Smoha,2023-02-15,195893031
2790000,3,3,225,Smoha,2023-02-15,195892918
3388000,3,3,242,Smoha,2023-02-15,195892469
500000,1,1,60,Sidi Beshr,2023-02-15,195875438
350000,3,1,120,Agami,2023-02-15,195875172
650000,2,1,100,Asafra,2023-02-15,195856902
1950000,3,1,160,Roushdy,2023-02-15,195892224
650000,2,1,100,Nakheel,2023-02-15,195892034
1300000,2,1,100,Smoha,2023-02-15,195891126
620000,2,1,100,Al Hadrah,2023-02-15,195874110
1200000,2,1,90,Smoha,2023-02-15,195876325
2000000,3,2,190,Montazah,2023-02-15,195891077
2150000,3,2,160,Montazah,2023-02-15,195890969
1400000,3,2,160,Miami,2023-02-15,195890588
1000000,3,2,140,Fleming,2023-02-15,195851362
1850000,2,1,140,Louran,2023-02-15,195890810
1500000,3,2,120,Montazah,2023-02-15,195890431
1100000,2,1,130,Sidi Beshr,2023-02-15,195890083
225000,2,1,110,Nakheel,2023-02-15,195889793
