Price,Bedrooms,Bathrooms,Area,Location,date,id
1100000,3,2,165,Seyouf,2023-01-26,194727255
2050000,4,2,205,Louran,2023-01-26,195269781
1150000,2,1,110,Sidi Beshr,2023-01-26,195311167
3250000,1,2,77,Moharam Bik,2023-01-26,195021040
5850000,2,3,142,Moharam Bik,2023-01-26,195021675
1800000,3,2,180,Asafra,2023-01-26,194987869
8700000,3,3,350,Smoha,2023-01-26,195630348
4000000,2,3,235,Louran,2023-01-26,195664025
1750000,3,2,160,Zezenia,2023-01-26,195439080
1250000,3,1,136,Miami,2023-01-26,194678724
3300000,2,2,132,Smoha,2023-01-26,195266333
1200000,3,1,110,Sidi Beshr,2023-01-26,195551236
1700000,3,2,155,Asafra,2023-01-26,195552168
2000000,3,2,135,Louran,2023-01-26,195592829
8500001,3,4,290,Roushdy,2023-01-26,195611286
750000,2,1,75,Kafr Abdo,2023-01-26,194679127
8711000,3,3,281,Smoha,2023-01-26,195565161
4000000,3,2,200,Glim,2023-01-26,194078899
930000,2,1,115,Bolkly,2023-01-26,195003527
6200000,3,2,175,Sporting,2023-01-26,195594038
2856000,3,2,145,Smoha,2023-01-26,194574668
1500000,3,1,145,Al Ibrahimiyyah,2023-01-26,195663648
5000000,3,3,263,Smoha,2023-01-26,195553487
1500000,2,1,126,Roushdy,2023-01-26,195155604
4250000,3,2,330,Smoha,2023-01-26,195349159
3350000,3,2,180,Louran,2023-01-26,195114104
5800000,3,3,198,Moharam Bik,2023-01-26,195502911
1500000,3,1,145,Louran,2023-01-26,193765801
16000000,3,4,270,San Stefano,2023-01-26,195610587
4250000,3,2,292,Glim,2023-01-26,195451113
2300000,4,1,160,Sidi Beshr,2023-01-26,194914485
5750000,4,4,250,Moharam Bik,2023-01-26,195456929
4500000,3,3,184,Moharam Bik,2023-01-26,195647606
4763200,3,3,208,Moharam Bik,2023-01-26,195612466
3750000,3,3,275,Kafr Abdo,2023-01-26,195265811
3200000,3,2,200,Smoha,2023-01-26,195652801
4752000,3,3,177,Moharam Bik,2023-01-26,195451442
6000000,3,3,248,Smoha,2023-01-26,193648833
3600000,3,3,177,Moharam Bik,2023-01-26,193295058
3800000,3,2,200,Smoha,2023-01-26,194466156
1400000,2,2,150,Smoha,2023-01-26,195636470
4100000,3,2,210,Smoha,2023-01-26,194847341
750000,2,1,100,Miami,2023-01-26,195613268
1400000,3,1,130,Sidi Beshr,2023-01-26,194677690
1700000,3,2,142,Louran,2023-01-26,195645380
4900000,3,3,196,Smoha,2023-02-01,195613117
2500000,3,2,170,Smoha,2023-02-01,195665714
1700000,3,2,181,Louran,2023-02-01,195665687
795000,3,2,130,Moharam Bik,2023-02-01,195629752
270000,2,1,85,Smoha,2023-02-01,195629283
3000000,3,1,135,Roushdy,2023-02-01,195664009
1500000,2,1,100,Smoha,2023-02-01,195663771
3136000,3,3,196,Roushdy,2023-02-01,195646335
3750000,4,3,350,Cleopatra,2023-02-01,194634393
790000,3,1,125,Seyouf,2023-02-01,184758528
10000000,3,4,400,Saba Pasha,2023-02-01,195663584
1300000,2,1,130,Smoha,2023-02-01,195663361
1350000,2,2,110,Saba Pasha,2023-02-01,195663271
1900000,3,2,130,Saba Pasha,2023-02-01,195663214
5000000,3,3,300,Saba Pasha,2023-02-01,195663156
2250000,2,2,143,Gianaclis,2023-02-01,195662884
180000,2,1,80,Agami,2023-02-01,195662844
2217640,3,2,155,Amreya,2023-02-01,195176645
1100000,2,1,100,Miami,2023-02-01,195662395
1652000,1,1,60,Smoha,2023-02-01,195662072
2300000,3,2,155,Smoha,2023-02-01,186196221
5000000,4,3,245,Smoha,2023-02-01,177353742
5000250,3,3,1695,Smoha,2023-02-01,195661822
350000,2,1,120,Nakheel,2023-02-01,194175270
380000,2,2,130,Nakheel,2023-02-01,194189247
420000,4,2,360,Nakheel,2023-02-01,194183785
1200000,2,1,125,Montazah,2023-02-01,195661621
3900000,3,3,156,Smoha,2023-02-01,195661583
5701000,4,3,219,Smoha,2023-02-01,195661557
500000,3,1,85,Sidi Beshr,2023-02-01,195654487
1600000,3,2,135,Miami,2023-02-01,195627614
3300000,3,2,166,Saba Pasha,2023-02-01,195238695
6000000,3,2,250,Raml Station,2023-02-01,194697954
3550000,3,2,150,Smoha,2023-02-01,195661453
980000,3,1,105,Sidi Beshr,2023-02-01,195661019
1000000,3,1,150,Miami,2023-02-01,195660981
4158000,3,3,198,Smoha,2023-02-01,195660934
270000,2,1,90,Nakheel,2023-02-01,195660911
5375000,3,3,250,Smoha,2023-02-01,195660771
7410000,3,2,260,Smoha,2023-02-01,195626007
2993500,3,2,118,Smoha,2023-02-01,195660574
5646500,3,3,219,Smoha,2023-02-01,195660363
2967000,3,2,138,Smoha,2023-02-01,195660248
1900000,2,1,120,Roushdy,2023-02-01,195660242
3053500,3,2,155,Smoha,2023-02-01,195660141
2572000,2,1,108,Smoha,2023-02-01,193727273
3220000,2,1,140,Smoha,2023-02-01,195660060
3076250,3,2,113,Smoha,2023-02-01,193727871
2240000,3,2,160,Smoha,2023-02-01,195659942
1000000,3,1,107,Bacchus,2023-02-01,195625551
2572000,2,1,108,Smoha,2023-02-01,193727219
3700000,3,2,235,Smoha,2023-02-01,195659823
380000,2,1,90,Nakheel,2023-02-01,195659713
2250000,3,2,143,Gianaclis,2023-02-01,195650987
