Price,Bedrooms,Bathrooms,Area,Location,date,id
1050000,2,1,83,Sidi Beshr,2023-06-15,197690750
4500000,3,2,145,Glim,2023-06-15,197767071
1250000,3,2,170,Seyouf,2023-06-15,197719167
3800000,3,2,153,Murooj,2023-06-15,197732934
2500000,3,2,151,Smoha,2023-06-15,197508988
2650000,3,2,150,Roushdy,2023-06-15,197592245
1500000,3,1,153,Smoha,2023-06-15,197388844
9000000,3,3,280,Saba Pasha,2023-06-15,197217815
3600000,3,2,188,Kafr Abdo,2023-06-15,197760112
2250000,4,2,240,Sidi Beshr,2023-06-15,195240030
1812500,2,1,125,Smoha,2023-06-15,197759014
2000000,4,2,165,Louran,2023-06-15,182642953
2500000,3,1,140,Sidi Gaber,2023-06-15,197531485
2200000,3,1,125,Sporting,2023-06-15,197291092
690000,3,1,160,Nakheel,2023-06-15,197712223
2150000,3,1,180,Louran,2023-06-15,197546976
3800000,3,2,200,Smoha,2023-06-15,197695290
8700000,3,3,310,Saba Pasha,2023-06-15,197718224
3705000,3,3,195,Smoha,2023-06-15,197761666
4200000,3,2,200,Kafr Abdo,2023-06-15,196254885
6350000,5,2,300,Raml Station,2023-06-15,197672296
2930572,2,2,133,Moharam Bik,2023-06-15,196031038
3000000,3,2,150,Glim,2023-06-15,197163754
3950000,3,3,330,Miami,2023-06-15,197731519
3300000,3,3,160,Roushdy,2023-06-15,197748811
1400000,3,1,150,Al Ibrahimiyyah,2023-06-15,197683467
4500000,4,2,250,Glim,2023-06-15,197099526
1900000,2,1,85,Maamoura,2023-06-15,197393750
4900000,3,2,217,Louran,2023-06-15,197067551
3500000,3,2,175,Smoha,2023-06-15,197772450
1950000,10+,3,125,Al Ibrahimiyyah,2023-06-15,197704863
5800000,4,3,300,Smoha,2023-06-15,197711545
3500000,3,2,200,Smoha,2023-06-15,197644721
1812500,2,1,125,Louran,2023-06-15,197759681
2500000,2,2,120,Sidi Beshr,2023-06-15,197765660
980000,2,1,110,Sidi Beshr,2023-06-15,197764274
3800000,3,2,200,Glim,2023-06-15,197758697
3650000,4,3,320,Sidi Beshr,2023-06-15,197759160
8500000,3,3,315,Saba Pasha,2023-06-15,197307629
2600000,2,2,128,Glim,2023-06-15,197718358
2200000,2,2,125,Sidi Beshr,2023-06-15,197551008
2300000,3,3,184,Smoha,2023-06-15,197533197
2650000,3,2,145,Miami,2023-06-15,197682695
3350000,3,1,145,Montazah,2023-06-15,197734301
3000000,3,2,140,Sporting,2023-06-15,197627798
2000000,3,1,140,Smoha,2023-06-21,197773304
1050000,2,1,100,Sidi Beshr,2023-06-21,197773179
225000,2,1,85,Asafra,2023-06-21,197773151
4015000,3,2,146,Smoha,2023-06-21,197772829
1850000,3,2,250,Agami,2023-06-21,197772705
4991210,2,2,162,Maamoura,2023-06-21,197746768
4400000,3,3,175,Miami,2023-06-21,197697970
1650000,2,2,120,Sidi Beshr,2023-06-21,197592953
6000000,3,2,185,Sporting,2023-06-21,197282790
1250000,3,2,160,Bahray - Anfoshy,2023-06-21,197772559
2700000,3,2,160,Smoha,2023-06-21,197772541
1200000,3,1,80,Fleming,2023-06-21,197772522
4000000,3,2,185,Kafr Abdo,2023-06-21,194777653
11000000,5,6,550,Glim,2023-06-21,194454174
6500000,3,3,300,Roushdy,2023-06-21,193759155
6000000,3,3,253,Smoha,2023-06-21,185805218
420000,2,1,100,Nakheel,2023-06-21,197772097
1130000,4,3,300,Nakheel,2023-06-21,197772037
800000,2,1,90,Moharam Bik,2023-06-21,197771428
1000000,2,1,90,Moharam Bik,2023-06-21,197745214
270000,2,1,110,Nakheel,2023-06-21,197771942
215000,1,1,55,Nakheel,2023-06-21,197771773
1750000,3,1,130,Ras El Tin,2023-06-21,197771736
4200000,3,2,150,San Stefano,2023-06-21,197133911
395000,2,1,100,Nakheel,2023-06-21,197771119
2450000,2,2,130,Glim,2023-06-21,197771040
300000,3,1,100,Maamoura,2023-06-21,197739715
6199000,3,3,150,San Stefano,2023-06-21,197770197
950000,3,1,125,Miami,2023-06-21,197769793
170000,1,1,65,Agami,2023-06-21,197665280
800000,3,2,125,Agami,2023-06-21,181160700
540000,2,1,120,Nakheel,2023-06-21,197770033
375000,2,1,90,Nakheel,2023-06-21,197770022
800000,2,1,100,Sidi Beshr,2023-06-21,193869414
480000,2,1,90,Nakheel,2023-06-21,197769722
370000,2,1,110,Nakheel,2023-06-21,197769704
640000,3,2,260,Nakheel,2023-06-21,197769687
250000,2,1,50,Miami,2023-06-21,197769679
430000,2,1,100,Nakheel,2023-06-21,197769659
520000,2,1,130,Nakheel,2023-06-21,197769643
240000,2,1,100,Nakheel,2023-06-21,197769626
340000,2,1,140,Nakheel,2023-06-21,197769604
275000,2,1,110,Nakheel,2023-06-21,197769408
295000,2,1,120,Nakheel,2023-06-21,197769378
275000,2,1,115,Nakheel,2023-06-21,197769357
1750000,5,2,250,Nakheel,2023-06-21,197769305
705000,2,1,110,Nakheel,2023-06-21,197769268
335000,2,1,80,Nakheel,2023-06-21,197769223
420000,2,1,125,Nakheel,2023-06-21,197769198
450000,2,2,1250,Nakheel,2023-06-21,196490208
