Price,Bedrooms,Bathrooms,Area,Location,date,id
18265000,3,3,281,Orouba Skyline,2024-11-08,500959427
12900000,4,3,215,Smoha,2024-11-13,501196103
8000000,3,3,250,Smoha,2024-10-18,501127628
16515000,3,3,300,Montazah,2024-10-25,500982216
4000000,4,3,275,Raml Station,2024-11-13,500944946
7000000,3,2,164,Smoha,2024-10-18,501051807
3350000,3,2,150,Smoha,2024-11-11,203120462
5200000,3,3,181,Smoha,2024-10-18,500941454
10651000,3,3,177,Smoha,2024-11-09,501187327
900000,2,1,100,Mandara,2024-11-14,202715900
3500000,3,3,160,Louran,2024-11-15,203117093
2500000,3,2,130,Saba Pasha,2024-11-09,501186217
2452250,3,1,125,Mandara,2024-11-10,500857347
2400000,2,2,120,Smoha,2024-11-13,203052316
7500000,3,2,155,Alex West,2024-11-09,501186309
940000,3,1,120,Nakheel,2024-11-12,201371134
6000000,3,2,200,Kafr Abdo,2024-11-12,203130124
4350000,2,1,145,Smoha,2024-11-01,501155998
6854400,3,2,153,Alex West,2024-11-10,501187650
2600000,3,2,125,Smoha,2024-10-16,501118864
2900000,3,1,145,Mandara,2024-11-10,501187900
1200000,3,1,130,Al Hanouvel,2024-11-15,203151410
14185000,3,2,179,Moharam Bik,2024-11-08,202819048
7500000,3,2,200,Louran,2024-11-09,202816583
1450000,3,1,120,Agami,2024-11-10,203106385
7300000,4,3,270,Kafr Abdo,2024-11-14,501151996
2600000,3,1,140,Sidi Beshr,2024-11-13,202192910
16985000,3,3,316,Montazah,2024-10-25,500951565
2780000,3,1,130,Glim,2024-10-16,501109289
4910000,2,2,109,Smoha,2024-11-10,501189621
2650000,3,2,130,Smoha,2024-11-13,203071392
3000000,2,1,100,Bolkly,2024-11-14,203050967
2300000,2,2,115,Smoha,2024-11-11,501190839
5800000,3,2,145,Miami,2024-11-11,203043431
1500000,3,1,115,Sidi Beshr,2024-11-12,203088014
450000,2,1,74,Agami,2024-11-15,202476513
8099520,2,2,132,Smoha,2024-11-14,203149446
31000000,2,4,350,Kafr Abdo,2024-11-09,202813641
