Price,Bedrooms,Bathrooms,Area,Location,date,id
6867000,3,3,218,Valore Antoniades,2025-04-12,501929135
2750000,3,1,100,Smoha,2025-04-09,501922231
30000000,7,6,575,Smoha,2025-04-10,501846433
5350000,3,1,165,Louran,2025-04-08,501917684
8690000,3,2,158,Sawari,2025-03-25,501885989
8500000,3,2,150,Montazah,2025-04-08,203699636
7650000,3,3,177,Orouba Skyline,2025-04-08,501394487
3100000,3,1,135,Miami,2025-03-25,501775184
8500000,3,2,145,Stanley,2025-04-08,501910846
1900000,2,1,105,Sporting,2025-03-25,501901793
6000000,3,2,165,Sporting,2025-04-15,204413126
8750000,3,3,246,Smoha,2025-04-15,501939015
7168700,3,3,209,Sawari,2025-04-08,501915956
6300000,2,1,145,Sidi Beshr,2025-04-11,501923039
3500000,3,1,135,Al Ibrahimiyyah,2025-04-12,204283957
9450000,3,3,205,Saba Pasha,2025-04-10,501888151
3100000,2,1,140,Miami,2025-04-10,501799926
300000,2,1,90,Al Hanouvel,2025-04-08,204358475
3700000,3,1,120,Louran,2025-03-25,501888446
15500000,4,4,320,Glim,2025-04-10,500702432
1650000,2,2,125,Seyouf,2025-04-15,204397415
3550000,3,2,175,Fleming,2025-04-12,501928294
5500000,2,2,130,Asafra,2025-03-18,501877704
3650000,2,1,110,Sidi Beshr,2025-04-13,501077821
9000000,4,3,200,Sidi Beshr,2025-04-09,501921789
2800000,3,1,145,Miami,2025-04-12,501927610
4700000,3,3,165,Camp Caesar,2025-03-18,501884235
7000000,4,2,240,Saba Pasha,2025-04-10,501778651
1150000,2,1,100,Al Bitash,2025-04-09,204364275
3000000,2,1,102,Smoha,2025-04-13,204403651
10000000,3,3,202,Sawari,2025-04-12,501927819
7500000,3,2,185,Camp Caesar,2025-04-14,501804376
7500000,3,2,180,Waboor Elmayah,2025-04-01,204325355
9250000,3,2,329,Glim,2025-04-09,501920344
5000000,3,2,170,Louran,2025-03-16,501858744
11100000,4,3,370,Glim,2025-04-10,501804385
3000000,3,2,173,Fleming,2025-04-08,501782533
6200000,2,2,120,Sidi Beshr,2025-04-12,204396226
5606000,2,2,133,Sawari,2025-04-09,501919396
4200000,3,2,160,Stanley,2025-03-16,501869201
2150000,3,1,97,Louran,2025-04-08,501918663
1350000,3,1,110,Victoria,2025-03-25,501902526
2500000,3,2,155,Louran,2025-04-12,501928177
2400000,3,2,147,Miami,2025-04-11,203903082
4250000,3,2,190,Smoha,2025-04-11,501926875
5250000,3,2,180,Smoha,2025-03-18,501713753
4000000,2,1,125,Sporting,2025-04-15,501942533
1800000,3,2,300,Agami,2025-04-15,204041148
4500000,3,1,165,Al Ibrahimiyyah,2025-04-15,501942429
2950000,3,2,135,Al Ibrahimiyyah,2025-04-15,204419048
5200000,3,2,135,Sporting,2025-04-15,204418904
3100000,3,1,140,Smoha,2025-04-15,501942296
4000000,3,2,165,Bolkly,2025-04-15,204418707
9700000,4,3,270,Smoha,2025-04-15,198855234
10241000,3,3,209,Sawari,2025-04-15,501942192
4000000,2,1,160,Sidi Beshr,2025-04-15,501942181
5600000,4,3,250,Sidi Beshr,2025-04-15,501942126
5000000,3,2,250,Louran,2025-04-15,204370510
9540000,3,2,212,Al Ibrahimiyyah,2025-04-15,501941862
2000000,3,1,120,Sidi Gaber,2025-04-15,501941830
1650000,3,1,115,Sidi Beshr,2025-04-15,203088014
16508000,3,3,205,Palm Hills Alexandria,2025-04-15,501941677
2500000,3,1,105,Sidi Beshr,2025-04-15,501941568
4488750,3,2,171,Borg al-Arab,2025-04-15,501149188
4750000,3,2,198,Stanley,2025-04-15,204399647
3800000,3,2,171,Raml Station,2025-04-15,200444090
950000,3,1,115,Agami,2025-04-15,204418043
6037000,3,3,196,Valore Antoniades,2025-04-15,501941486
7700000,4,3,318,Sidi Beshr,2025-04-15,501941390
8325000,2,2,137,The One,2025-04-15,501941385
15000000,4,4,650,Stanley,2025-04-15,501768492
3200000,3,1,135,Cleopatra,2025-04-15,501941267
7120000,3,3,178,Alex West,2025-04-15,501941241
3600000,3,2,165,Sidi Beshr,2025-04-15,204417752
5500000,3,2,300,Smoha,2025-04-15,501941221
3861000,3,1,130,Smoha,2025-04-15,501941136
645000,2,1,100,Nakheel,2025-04-15,204417622
3600000,3,1,130,Sidi Gaber,2025-04-15,501941134
6500002,2,2,7500,Sawari,2025-04-15,201594739
8250000,2,2,145,Stanley,2025-04-15,501940952
2000000,2,1,125,Bolkly,2025-04-15,501940935
6000000,3,3,210,Sidi Beshr,2025-04-15,501940931
4200000,2,1,120,Smoha,2025-04-15,501940826
8526000,3,2,141,Murooj,2025-04-15,501940757
2900000,3,1,135,Fleming,2025-04-15,501940746
11696000,4,4,227,Sawari,2025-04-15,501940735
4500000,2,2,101,Sawari,2025-04-15,501940665
6240000,3,3,160,Murooj,2025-04-15,501940602
5890000,3,2,155,Alex West,2025-04-15,501940553
3000000,6,3,200,Al Ibrahimiyyah,2025-04-15,203606374
4000000,2,1,150,Stanley,2025-04-15,501940580
11689600,4,3,281,Valore Antoniades,2025-04-15,204364574
12000000,3,3,400,Sidi Beshr,2025-04-15,501938937
