Price,Bedrooms,Bathrooms,Area,Location,date,id
450000,2,1,80,Mandara,2023-03-28,196571087
20000000,6,6,575,Smoha,2023-03-28,196240611
620000,2,2,125,Agami,2023-03-28,196535447
1900000,3,2,135,Maamoura,2023-03-28,196536778
3140000,3,2,145,Smoha,2023-03-28,196568214
1700000,2,2,120,Mandara,2023-03-28,196568265
470000,2,1,220,Abu Talat,2023-03-28,196568186
450000,2,1,130,Mandara,2023-03-28,196568050
500000,2,1,75,Sidi Beshr,2023-03-28,196567766
265000,2,1,100,Nakheel,2023-03-28,195028377
385000,2,1,120,Nakheel,2023-03-28,195021274
335000,2,1,120,Nakheel,2023-03-28,195021199
2200000,3,2,150,San Stefano,2023-03-28,196566476
2200000,3,2,150,Smoha,2023-03-28,196566445
6900000,3,3,217,Camp Caesar,2023-03-28,196566125
1800000,2,1,140,Smoha,2023-03-28,196565765
2200000,3,2,150,Louran,2023-03-28,196565786
4500000,3,2,320,Sporting,2023-03-28,196565640
3944000,3,2,145,Glim,2023-03-28,196565466
2150000,3,2,155,Sidi Gaber,2023-03-28,195420501
2470000,1,1,131,Smoha,2023-03-28,196565377
2500000,3,2,160,Glim,2023-03-28,194434927
1550000,3,1,120,Agami,2023-03-28,191000990
2526000,3,2,238,Smoha,2023-03-28,196565071
1600000,3,2,150,Miami,2023-03-28,196564994
2100000,2,1,120,Sidi Beshr,2023-03-28,196564915
2050000,4,2,205,Louran,2023-03-28,196564733
4250000,4,2,270,Louran,2023-03-28,196564723
2150000,2,1,100,Maamoura,2023-03-28,196564633
400000,2,1,90,Agami,2023-03-28,183282747
3800000,3,2,200,Kafr Abdo,2023-03-28,196564448
4488000,3,3,176,Glim,2023-03-28,196564408
2200000,3,2,185,Kafr Abdo,2023-03-28,196440741
1100000,2,1,120,Sidi Beshr,2023-03-28,196437600
3500000,3,3,185,Smoha,2023-03-28,196564333
4408000,3,3,152,Roushdy,2023-03-28,196564319
3000000,3,2,235,Glim,2023-03-28,196564240
3784500,3,2,130,Louran,2023-03-28,196564233
4071000,3,2,177,Moharam Bik,2023-03-28,196255702
1650000,3,1,150,Gianaclis,2023-03-28,196564110
2250000,3,2,200,Louran,2023-03-28,196564091
2200000,3,2,150,Louran,2023-03-28,196563886
3410000,3,2,155,Smoha,2023-03-28,196483992
820000,3,1,125,Sidi Beshr,2023-03-28,196563627
1700000,3,2,180,Smoha,2023-03-28,195124455
1400000,2,1,130,Zezenia,2023-03-28,196563513
300000,2,1,75,Manshiyya,2023-03-28,193664044
3800000,3,3,280,Smoha,2023-03-28,195342643
4750000,4,3,235,Smoha,2023-03-28,177089099
4600000,4,3,425,Smoha,2023-03-28,196396504
340000,2,1,105,Nakheel,2023-03-28,195090329
3100000,3,3,220,Smoha,2023-03-28,194926519
425000,3,1,120,Nakheel,2023-03-28,196562909
2100000,3,2,147,Louran,2023-03-28,196277586
325000,2,1,100,Nakheel,2023-03-28,195121477
2850000,3,2,200,Kafr Abdo,2023-03-28,193331060
950000,2,1,115,Miami,2023-03-28,195088162
4500000,3,2,200,Sidi Beshr,2023-03-28,196562436
3500000,3,2,195,Kafr Abdo,2023-03-28,196562422
230000,2,1,75,Nakheel,2023-03-28,196562384
3100000,3,3,260,Roushdy,2023-03-28,194879100
2550000,3,3,168,Smoha,2023-03-28,196562291
3600000,3,2,200,Stanley,2023-03-28,196562039
1650000,2,2,160,Fleming,2023-03-28,196562022
3834000,3,2,142,Smoha,2023-03-28,196561958
5340000,3,2,178,Smoha,2023-03-28,196561891
3800000,3,3,207,San Stefano,2023-03-28,196561778
2832000,3,2,177,Smoha,2023-03-28,196561693
3892000,3,2,139,Smoha,2023-03-28,196561691
1970000,3,2,162,Bolkly,2023-03-28,196561632
1900000,3,2,155,Bolkly,2023-03-28,196561607
975000,3,1,125,Louran,2023-03-28,196561604
2250000,3,1,151,Sidi Gaber,2023-03-28,196561538
7200000,4,3,309,Kafr Abdo,2023-03-28,196561234
1400000,4,2,164,Asafra,2023-03-28,196560997
485000,2,2,280,Nakheel,2023-03-28,195100352
420000,3,1,130,Nakheel,2023-03-28,195105237
540000,3,1,120,Nakheel,2023-03-28,195100428
520000,2,2,115,Nakheel,2023-03-28,196560057
325000,2,1,105,Nakheel,2023-03-28,195121494
320000,2,1,110,Nakheel,2023-03-28,195117588
1350000,2,2,115,Bolkly,2023-03-28,195682269
1450000,3,1,130,Asafra,2023-03-28,195682191
2980000,3,2,204,Smoha,2023-03-28,195389989
1000000,3,2,125,Sidi Beshr,2023-03-28,196320395
950000,3,1,125,Smoha,2023-03-28,196320228
1100000,4,1,140,Sidi Beshr,2023-03-28,196550343
1100000,3,1,110,Sidi Gaber,2023-03-28,196550186
1250000,2,1,100,Gianaclis,2023-03-28,196321169
1000000,2,1,80,Camp Caesar,2023-03-28,196320846
445000,3,1,130,Nakheel,2023-03-27,195105273
5000000,5,4,290,Shatby,2023-03-27,196528342
1000000,3,1,115,Victoria,2023-03-27,196528283
800000,2,1,150,Moharam Bik,2023-03-27,196368726
1900000,2,1,120,San Stefano,2023-03-27,196557295
5970000,3,2,181,Moharam Bik,2023-03-27,196479146
2500000,3,2,152,Smoha,2023-03-27,196524815
1900000,3,2,1985,Moharam Bik,2023-03-27,196194629
2050000,3,2,140,Moharam Bik,2023-03-27,196551464
360000,3,2,75,Bahray - Anfoshy,2023-03-27,196554029
1500000,3,2,140,Miami,2023-03-27,196553885
360000,2,1,140,Nakheel,2023-03-27,195106120
485000,2,2,280,Nakheel,2023-03-27,195106114
360000,2,1,120,Nakheel,2023-03-27,195106105
250000,2,1,80,Agami,2023-03-27,196553380
850000,2,1,95,Moharam Bik,2023-03-27,196456121
1600000,3,2,150,Sidi Gaber,2023-03-27,196522183
700000,3,1,110,Nakheel,2023-03-27,195733886
700000,3,2,165,Miami,2023-03-27,196551939
380000,2,1,110,Nakheel,2023-03-27,196551673
370000,2,1,130,Nakheel,2023-03-27,195106154
390000,2,1,120,Nakheel,2023-03-27,195106130
3000000,4,2,180,Gianaclis,2023-03-27,195314832
3800000,3,2,200,Smoha,2023-03-27,194466156
3000000,3,2,165,Cleopatra,2023-03-27,196438941
2150000,3,2,137,Camp Caesar,2023-03-27,196241196
4400000,3,3,177,Moharam Bik,2023-03-27,196550726
4200000,3,3,275,Kafr Abdo,2023-03-27,196550649
7700000,4,4,300,San Stefano,2023-03-27,196550187
2250000,3,2,150,Smoha,2023-03-27,196550598
900000,3,1,105,Miami,2023-03-27,196550453
2550000,3,2,227,Gianaclis,2023-03-27,196065399
850000,2,1,115,Seyouf,2023-03-27,196550332
5200000,3,2,255,Kafr Abdo,2023-03-27,196064793
1500000,2,1,145,Sporting,2023-03-27,196012500
470000,3,1,70,Sidi Beshr,2023-03-27,196550242
4741170,3,3,177,Moharam Bik,2023-03-27,172874369
3200000,3,2,180,Louran,2023-03-27,196203598
6200000,4,3,256,Smoha,2023-03-27,196121187
3750000,3,3,136,Smoha,2023-03-27,194581189
1582000,3,2,133,Smoha,2023-03-27,190358302
750000,2,1,100,Sidi Beshr,2023-03-27,196549636
2100000,3,1,150,Glim,2023-03-27,196549312
890000,5,2,250,Nakheel,2023-03-27,196549274
3650000,3,2,190,Camp Caesar,2023-03-27,196549197
2600000,3,2,180,Smoha,2023-03-27,196548647
5000000,4,2,250,Glim,2023-03-27,196548634
3000000,3,2,200,Roushdy,2023-03-27,196548470
3500000,3,2,180,Stanley,2023-03-27,196548383
1200000,2,1,120,Fleming,2023-03-27,196140049
4100000,3,2,235,San Stefano,2023-03-27,196547835
1850000,2,1,140,Louran,2023-03-27,196547806
5000000,3,2,250,Glim,2023-03-27,196547607
2800000,3,3,178,Smoha,2023-03-27,196547480
2400000,3,2,135,Miami,2023-03-27,196547281
4000000,3,2,200,Manshiyya,2023-03-27,196547375
