Price,Bedrooms,Bathrooms,Area,Location,date,id
"EGP 400,000",2,1,85 SQM,"Agami, Alexandria•",2024-01-30,199597522
"EGP 1,700,000",3,2,140 SQM,"Miami, Alexandria•",2024-01-30,200138545
"EGP 3,256,000",3,2,120 SQM,"Montazah, Alexandria•",2024-01-30,200175527
"EGP 740,000",3,1,130 SQM,"Nakheel, Alexandria•",2024-01-30,199831411
"EGP 4,500,000",3,3,190 SQM,"Kafr Abdo, Alexandria•",2024-01-30,500413080
"EGP 3,300,000",2,2,121 SQM,"Smoha, Alexandria•",2024-01-30,500413888
"EGP 1,700,000",3,1,105 SQM,"Sidi Gaber, Alexandria•",2024-01-30,500439982
"EGP 12,000,000",4,4,300 SQM,"Raml Station, Alexandria•",2024-01-30,200204920
"EGP 3,200,000",3,2,120 SQM,"Laurent, Alexandria•",2024-01-30,199611257
"EGP 775,000",2,1,83 SQM,"Moharam Bik, Alexandria•",2024-01-30,198398635
"EGP 2,950,000",3,1,130 SQM,"Sidi Gaber, Alexandria•",2024-01-30,500419817
"EGP 2,600,000",3,2,160 SQM,"Laurent, Alexandria•",2024-01-30,200163499
"EGP 2,600,000",3,1,100 SQM,"Sporting, Alexandria•",2024-01-30,200214092
"EGP 5,700,000",3,2,190 SQM,"Camp Caesar, Alexandria•",2024-01-30,200212170
"EGP 4,500,000",3,1,220 SQM,"Cleopatra, Alexandria•",2024-01-30,200238481
"EGP 8,550,000",3,3,190 SQM,"Camp Caesar, Alexandria•",2024-01-30,200212830
"EGP 6,500,000",3,2,202 SQM,"Smoha, Alexandria•",2024-01-30,200032522
"EGP 4,231,000",3,2,148 SQM,"Montazah, Alexandria•",2024-01-30,200183187
"EGP 5,684,000",3,2,196 SQM,"Smoha, Alexandria•",2024-01-30,200203109
"EGP 1,700,000",3,1,153 SQM,"Moharam Bik, Alexandria•",2024-01-30,199999372
"EGP 2,700,000",4,2,240 SQM,"Camp Caesar, Alexandria•",2024-01-30,500437451
"EGP 8,000,000",3,3,195 SQM,"Al Ibrahimiyyah, Alexandria•",2024-01-30,200220398
"EGP 3,500,000",3,2,145 SQM,"Roushdy, Alexandria•",2024-01-30,500428708
"EGP 3,500,000",3,2,145 SQM,"Miami, Alexandria•",2024-01-30,200166891
"EGP 6,000,000",3,2,265 SQM,"Laurent, Alexandria•",2024-01-30,200124195
"EGP 3,150,000",2,1,130 SQM,"Maamoura, Alexandria•",2024-01-30,200211629
"EGP 5,327,700",3,2,177 SQM,"Smoha, Alexandria•",2024-01-30,200203604
"EGP 540,000",2,1,110 SQM,"Nakheel, Alexandria•",2024-01-30,199837112
"EGP 3,800,000",3,1,190 SQM,"Laurent, Alexandria•",2024-01-30,500369890
"EGP 1,500,000",2,2,135 SQM,"Borg al-Arab, Alexandria•",2024-01-30,200222690
"EGP 4,500,000",3,4,460 SQM,"Moharam Bik, Alexandria•",2024-01-30,500423187
"EGP 6,500,000",3,2,173 SQM,"Smoha, Alexandria•",2024-01-30,500428774
"EGP 4,100,000",3,2,200 SQM,"Roushdy, Alexandria•",2024-01-30,500375492
"EGP 4,879,000",2,2,119 SQM,"Murooj, Smoha•",2024-01-30,500437587
"EGP 6,800,000",3,3,280 SQM,"Saba Pasha, Alexandria•",2024-01-30,200123055
"EGP 5,000,000",3,2,190 SQM,"Miami, Alexandria•",2024-01-30,200193266
"EGP 3,300,000",3,2,155 SQM,"Sidi Gaber, Alexandria•",2024-01-30,200221960
"EGP 4,100,000",4,1,135 SQM,"Sporting, Alexandria•",2024-01-30,200211064
"EGP 228,000",3,2,184 SQM,"Alex West, Agami•",2024-01-30,200239135
"EGP 3,500,000",3,2,150 SQM,"Kafr Abdo, Alexandria•",2024-01-30,200191982
"EGP 5,800,000",3,2,182 SQM,"Laurent, Alexandria•",2024-01-30,200163212
"EGP 3,800,000",3,2,170 SQM,"Smoha, Alexandria•",2024-01-30,200144671
"EGP 2,300,000",3,1,150 SQM,"Al Ibrahimiyyah, Alexandria•",2024-01-30,200241513
"EGP 5,200,000",3,3,158 SQM,"Moharam Bik, Alexandria•",2024-01-30,200220964
"EGP 1,900,000",3,1,165 SQM,"Fleming, Alexandria•",2024-01-30,500421398
"EGP 15,000,000",4,5,330 SQM,"Camp Caesar, Alexandria•",2024-01-30,200223650
"EGP 5,300,000",6,4,314 SQM,"Moharam Bik, Alexandria•",2024-01-30,199819822
"EGP 450,000",2,1,80 SQM,"Agami, Alexandria•",2024-01-30,197507336
"EGP 2,500,000",4,2,240 SQM,"Kafr Abdo, Alexandria•",2024-01-30,200239420
"EGP 3,500,000",3,2,157 SQM,"Moharam Bik, Alexandria•",2024-01-30,500439779
"EGP 6,120,000",3,2,153 SQM,"Alex West, Agami•",2024-02-01,500440179
"EGP 3,000,000",3,1,250 SQM,"Mandara, Alexandria•",2024-02-01,200223459
"EGP 1,500,000",3,2,155 SQM,"Agami, Alexandria•",2024-02-01,200213706
"EGP 1,500,000",3,2,145 SQM,"Agami, Alexandria•",2024-02-01,196817156
"EGP 2,500,000",3,2,155 SQM,"Sidi Beshr, Alexandria•",2024-02-01,200211457
"EGP 4,600,000",3,3,190 SQM,"Kafr Abdo, Alexandria•",2024-02-01,199501004
"EGP 2,500,000",4,2,240 SQM,"Kafr Abdo, Alexandria•",2024-02-01,200239420
"EGP 2,400,000",3,1,135 SQM,"Sidi Gaber, Alexandria•",2024-02-01,500438177
"EGP 2,200,000",3,1,135 SQM,"Sporting, Alexandria•",2024-02-01,500402018
"EGP 7,900,000",3,2,238 SQM,"Smoha, Alexandria•",2024-02-01,199880974
"EGP 9,700,000",4,2,336 SQM,"Azarita, Alexandria•",2024-02-01,500376005
"EGP 2,300,000",3,1,150 SQM,"Al Ibrahimiyyah, Alexandria•",2024-02-01,200241513
"EGP 7,500,000",3,2,132 SQM,"Borg al-Arab, Alexandria•",2024-02-01,500440079
"EGP 5,753,400",3,2,132 SQM,"Smoha, Alexandria•",2024-02-01,500439093
"EGP 4,000,000",3,2,165 SQM,"Sidi Beshr, Alexandria•",2024-02-01,200240899
"EGP 4,400,000",4,3,200 SQM,"Kafr Abdo, Alexandria•",2024-02-01,199819264
"EGP 2,500,000",3,2,165 SQM,"Borg al-Arab, Alexandria•",2024-02-01,200212349
"EGP 4,300,000",3,2,163 SQM,"Gianaclis, Alexandria•",2024-02-01,200132823
"EGP 750,000",2,1,80 SQM,"Moharam Bik, Alexandria•",2024-02-01,200052721
"EGP 3,500,000",3,2,215 SQM,"Sidi Gaber, Alexandria•",2024-02-01,200033387
"EGP 19,725,000",3,3,305 SQM,"San Stefano, Alexandria•",2024-02-01,200230575
"EGP 2,700,000",3,2,130 SQM,"Smoha, Alexandria•",2024-02-01,500440013
"EGP 6,500,000",3,2,160 SQM,"Stanley, Alexandria•",2024-02-01,200241245
"EGP 1,700,000",3,1,105 SQM,"Sidi Gaber, Alexandria•",2024-02-01,500439982
"EGP 4,500,000",3,2,184 SQM,"Alex West, Agami•",2024-02-01,200241223
"EGP 3,600,000",3,2,180 SQM,"Smoha, Alexandria•",2024-02-01,200240882
"EGP 1,900,000",4,2,160 SQM,"Borg al-Arab, Alexandria•",2024-02-01,200220332
"EGP 8,736,000",3,3,208 SQM,"Murooj, Smoha•",2024-02-01,200193748
"EGP 4,950,000",3,3,225 SQM,"Miami, Alexandria•",2024-02-01,200193382
"EGP 6,300,000",3,2,190 SQM,"Smoha, Alexandria•",2024-02-01,200165191
"EGP 4,500,000",3,2,190 SQM,"Laurent, Alexandria•",2024-02-01,199733410
"EGP 830,000",3,2,120 SQM,"Nakheel, Alexandria•",2024-02-01,199506318
"EGP 1,200,000",3,1,125 SQM,"Al Ibrahimiyyah, Alexandria•",2024-02-01,500439837
"EGP 275,000",3,1,80 SQM,"Sidi Beshr, Alexandria•",2024-02-01,200240385
"EGP 6,800,000",3,3,169 SQM,"Murooj, Smoha•",2024-02-01,200236720
"EGP 3,900,000",3,2,140 SQM,"Murooj, Smoha•",2024-02-01,200240323
"EGP 4,000,000",3,2,175 SQM,"Smoha, Alexandria•",2024-02-01,200240309
"EGP 3,500,000",3,2,157 SQM,"Moharam Bik, Alexandria•",2024-02-01,500439779
"EGP 2,400,000",3,2,150 SQM,"Saba Pasha, Alexandria•",2024-02-01,200212227
"EGP 3,800,000",3,3,160 SQM,"Sporting, Alexandria•",2024-02-01,200212127
"EGP 3,400,000",3,2,150 SQM,"Stanley, Alexandria•",2024-02-01,200240069
"EGP 340,000",1,1,70 SQM,"Nakheel, Alexandria•",2024-02-01,198166510
"EGP 2,000,000",3,1,130 SQM,"Camp Caesar, Alexandria•",2024-02-01,500439719
"EGP 680,000",3,1,120 SQM,"Nakheel, Alexandria•",2024-02-01,198279905
"EGP 4,350,000",3,2,160 SQM,"San Stefano, Alexandria•",2024-02-01,200211790
"EGP 2,400,000",3,1,105 SQM,"Glim, Alexandria•",2024-02-01,200211741
"EGP 2,350,000",3,2,150 SQM,"Glim, Alexandria•",2024-02-01,200211710
"EGP 4,330,000",3,2,150 SQM,"Stanley, Alexandria•",2024-02-01,200210542
"EGP 7,150,000",3,3,325 SQM,"Laurent, Alexandria•",2024-02-01,200201504
"EGP 6,000,000",4,2,271 SQM,"Roushdy, Alexandria•",2024-02-01,500439651
"EGP 2,400,000",3,1,105 SQM,"Glim, Alexandria•",2024-02-01,200211741
"EGP 2,350,000",3,2,150 SQM,"Glim, Alexandria•",2024-02-01,200211710
"EGP 4,330,000",3,2,150 SQM,"Stanley, Alexandria•",2024-02-01,200210542
"EGP 7,150,000",3,3,325 SQM,"Laurent, Alexandria•",2024-02-01,200201504
"EGP 6,000,000",4,2,271 SQM,"Roushdy, Alexandria•",2024-02-01,500439651
"EGP 1,300,000",4,2,140 SQM,"Al Ibrahimiyyah, Alexandria•",2024-02-01,200239478
"EGP 5,500,000",3,1,153 SQM,"Alex West, Agami•",2024-02-01,200239440
"EGP 4,100,000",3,2,200 SQM,"Roushdy, Alexandria•",2024-02-01,500375492
"EGP 3,800,000",3,1,190 SQM,"Laurent, Alexandria•",2024-02-01,500369890
"EGP 35,000,000",4,3,470 SQM,"Alex West, Agami•",2024-02-01,200239280
"EGP 2,800,000",4,2,160 SQM,"Smoha, Alexandria•",2024-02-01,500439581
"EGP 6,850,000",3,2,210 SQM,"Roushdy, Alexandria•",2024-02-01,200239202
"EGP 1,800,000",2,1,115 SQM,"Sidi Beshr, Alexandria•",2024-02-01,200211222
"EGP 3,000,000",2,2,120 SQM,"Laurent, Alexandria•",2024-02-01,200147004
"EGP 4,500,000",3,2,140 SQM,"Laurent, Alexandria•",2024-02-01,200102301
"EGP 228,000",2,2,178 SQM,"Alex West, Agami•",2024-02-01,200239164
"EGP 228,000",3,2,184 SQM,"Alex West, Agami•",2024-02-01,200239135
"EGP 2,000,000",3,1,125 SQM,"Bolkly, Alexandria•",2024-02-01,200238732
"EGP 600,000",2,1,90 SQM,"Agami, Alexandria•",2024-02-01,200219326
"EGP 2,720,000",4,2,160 SQM,"Smoha, Alexandria•",2024-02-01,200206110
"EGP 2,584,000",3,2,170 SQM,"Borg al-Arab, Alexandria•",2024-02-01,200205017
"EGP 3,800,000",5,2,276 SQM,"Sidi Gaber, Alexandria•",2024-02-01,200144159
"EGP 3,800,000",3,2,160 SQM,"Sporting, Alexandria•",2024-02-01,200104498
"EGP 5,500,000",3,2,228 SQM,"Smoha, Alexandria•",2024-02-01,200032844
"EGP 10,000,000",4,3,300 SQM,"Kafr Abdo, Alexandria•",2024-02-01,197629788
"EGP 7,700,000",3,2,240 SQM,"Raml Station, Alexandria•",2024-02-01,197762835
"EGP 580,000",2,1,110 SQM,"Nakheel, Alexandria•",2024-02-01,200200732
"EGP 490,000",2,1,85 SQM,"Nakheel, Alexandria•",2024-02-01,199937305
"EGP 4,500,000",3,1,220 SQM,"Cleopatra, Alexandria•",2024-02-01,200238481
"EGP 950,000",3,2,110 SQM,"Borg al-Arab, Alexandria•",2024-02-01,200238165
"EGP 600,000",2,1,110 SQM,"Nakheel, Alexandria•",2024-02-01,199101850
"EGP 630,000",2,1,110 SQM,"Nakheel, Alexandria•",2024-02-01,199919982
"EGP 640,000",3,1,120 SQM,"Nakheel, Alexandria•",2024-02-01,200237566
"EGP 835,000",3,2,110 SQM,"Nakheel, Alexandria•",2024-02-01,200237580
"EGP 15,050,000",3,2,215 SQM,"Cleopatra, Alexandria•",2024-02-01,200218437
"EGP 3,500,000",3,2,160 SQM,"Laurent, Alexandria•",2024-02-01,200237369
"EGP 1,900,000",3,1,135 SQM,"Cleopatra, Alexandria•",2024-02-01,200237353
"EGP 4,000,000",3,2,175 SQM,"Smoha, Alexandria•",2024-02-01,200237340
"EGP 1,550,000",2,1,130 SQM,"Agami, Alexandria•",2024-02-01,200235940
"EGP 1,300,000",2,1,85 SQM,"Al Hadrah, Alexandria•",2024-02-01,200235695
"EGP 250,000",2,2,90 SQM,"Abu Talat, Alexandria•",2024-02-01,200235457
"EGP 540,000",2,1,100 SQM,"Nakheel, Alexandria•",2024-02-01,200220028
"EGP 2,250,000",3,1,135 SQM,"Moharam Bik, Alexandria•",2024-02-01,198363336
"EGP 2,250,000",3,1,136 SQM,"Gianaclis, Alexandria•",2024-02-01,177922945
"EGP 3,000,000",2,1,115 SQM,"Miami, Alexandria•",2024-02-01,200224342
"EGP 18,040,000",5,3,410 SQM,"Laurent, Alexandria•",2024-02-01,200214535
"EGP 7,450,000",3,3,205 SQM,"Glim, Alexandria•",2024-02-01,200195385
"EGP 2,100,000",2,1,120 SQM,"Roushdy, Alexandria•",2024-02-01,500439317
"EGP 5,300,000",6,4,314 SQM,"Moharam Bik, Alexandria•",2024-02-01,199819822
"EGP 5,964,390",3,2,152 SQM,"Borg al-Arab, Alexandria•",2024-02-01,500439260
"EGP 18,040,000",5,3,410 SQM,"Laurent, Alexandria•",2024-02-01,200214535
"EGP 7,450,000",3,3,205 SQM,"Glim, Alexandria•",2024-02-01,200195385
"EGP 2,100,000",2,1,120 SQM,"Roushdy, Alexandria•",2024-02-01,500439317
"EGP 5,300,000",6,4,314 SQM,"Moharam Bik, Alexandria•",2024-02-01,199819822
"EGP 5,964,390",3,2,152 SQM,"Borg al-Arab, Alexandria•",2024-02-01,500439260
"EGP 1,750,000",2,1,90 SQM,"Sidi Gaber, Alexandria•",2024-02-01,500439216
"EGP 5,750,000",3,2,228 SQM,"Smoha, Alexandria•",2024-02-01,500439200
"EGP 2,700,000",2,1,127 SQM,"Sidi Gaber, Alexandria•",2024-02-01,500439045
"EGP 2,500,000",2,1,100 SQM,"Maamoura, Alexandria•",2024-02-01,200212500
"EGP 1,350,000",2,1,85 SQM,"Asafra, Alexandria•",2024-02-01,200193504
"EGP 6,600,000",3,2,213 SQM,"San Stefano, Alexandria•",2024-02-01,200116117
"EGP 1,500,000",2,1,120 SQM,"Mandara, Alexandria•",2024-02-01,200232031
"EGP 3,900,000",3,3,300 SQM,"Laurent, Alexandria•",2024-02-01,500438967
"EGP 3,350,000",2,2,120 SQM,"Laurent, Alexandria•",2024-02-01,500438870
"EGP 6,200,000",3,3,174 SQM,"Smoha, Alexandria•",2024-02-01,500438844
"EGP 6,100,000",3,2,156 SQM,"Stanley, Alexandria•",2024-02-01,200061055
"EGP 1,500,000",2,1,140 SQM,"Miami, Alexandria•",2024-02-01,200230827
"EGP 2,500,000",2,1,200 SQM,"Al Ibrahimiyyah, Alexandria•",2024-02-01,500438648
"EGP 780,000",2,1,120 SQM,"Nakheel, Alexandria•",2024-02-01,200230341
