Price,Bedrooms,Bathrooms,Area,Location,date,id
"EGP 1,500,000",2,2,100 SQM,"Saba Pasha, Alexandria•",2023-10-11,198812809
"EGP 5,356,000",3,2,145 SQM,"Moharam Bik, Alexandria•",2023-10-11,199102264
"EGP 5,482,500",3,3,255 SQM,"Miami, Alexandria•",2023-10-11,199061714
"EGP 470,000",2,1,100 SQM,"Nakheel, Alexandria•",2023-10-11,198917897
"EGP 7,500,000",4,3,300 SQM,"Kafr Abdo, Alexandria•",2023-10-11,199058482
"EGP 2,065,500",2,1,108 SQM,"Miami, Alexandria•",2023-10-11,199061777
"EGP 6,897,000",4,3,279 SQM,"Borg al-Arab, Alexandria•",2023-10-11,199059015
"EGP 3,712,500",3,3,165 SQM,"Miami, Alexandria•",2023-10-11,199061340
"EGP 1,900,000",3,1,122 SQM,"Roushdy, Alexandria•",2023-10-11,198157349
"EGP 1,650,000",2,1,110 SQM,"Mandara, Alexandria•",2023-10-11,199057632
"EGP 4,750,000",4,2,250 SQM,"Sidi Beshr, Alexandria•",2023-10-11,199094688
"EGP 4,850,000",3,3,285 SQM,"Glim, Alexandria•",2023-10-11,198992831
"EGP 6,250,000",3,2,192 SQM,"Shatby, Alexandria•",2023-10-11,199084166
"EGP 3,425,000",3,3,200 SQM,"Miami, Alexandria•",2023-10-11,199061964
"EGP 6,200,000",3,2,300 SQM,"Kafr Abdo, Alexandria•",2023-10-11,199092965
"EGP 4,300,000",3,2,200 SQM,"Smoha, Alexandria•",2023-10-11,199127371
"EGP 2,125,000",2,1,125 SQM,"Miami, Alexandria•",2023-10-11,199062422
"EGP 4,000,000",3,2,158 SQM,"Smoha, Alexandria•",2023-10-11,199115426
"EGP 775,000",2,1,83 SQM,"Moharam Bik, Alexandria•",2023-10-11,198398635
"EGP 4,837,500",3,3,225 SQM,"Miami, Alexandria•",2023-10-11,199061851
"EGP 7,071,500",3,2,227 SQM,"Moharam Bik, Alexandria•",2023-10-11,199055910
"EGP 2,890,000",3,3,170 SQM,"Miami, Alexandria•",2023-10-11,199062371
"EGP 2,390,625",2,1,125 SQM,"Miami, Alexandria•",2023-10-11,199061583
"EGP 350,000",2,2,105 SQM,"Agami, Alexandria•",2023-10-11,197858486
"EGP 5,900,000",5,3,320 SQM,"Kafr Abdo, Alexandria•",2023-10-11,199128391
"EGP 1,500,000",2,2,126 SQM,"Moharam Bik, Alexandria•",2023-10-11,199070572
"EGP 1,500,000",3,2,200 SQM,"Sidi Beshr, Alexandria•",2023-10-11,198432671
"EGP 3,200,000",3,3,153 SQM,"Alex West, Agami•",2023-10-11,199080728
"EGP 1,300,000",2,1,120 SQM,"Victoria, Alexandria•",2023-10-11,198576465
"EGP 5,750,000",4,4,500 SQM,"Mandara, Alexandria•",2023-10-11,199058694
"EGP 1,836,000",2,1,108 SQM,"Miami, Alexandria•",2023-10-11,199062451
"EGP 2,322,000",2,1,108 SQM,"Miami, Alexandria•",2023-10-11,199062030
"EGP 480,000",3,1,100 SQM,"Agami, Alexandria•",2023-10-11,198980430
"EGP 4,750,000",3,2,238 SQM,"Laurent, Alexandria•",2023-10-11,199079264
"EGP 4,095,000",3,2,126 SQM,"Moharam Bik, Alexandria•",2023-10-11,199102243
"EGP 4,900,000",4,3,217 SQM,"Borg al-Arab, Alexandria•",2023-10-11,198988070
"EGP 450,000",1,1,84 SQM,"Dekheila, Alexandria•",2023-10-11,198737816
"EGP 950,000",2,1,90 SQM,"Bolkly, Alexandria•",2023-10-11,198959505
"EGP 4,215,340",2,3,142 SQM,"Alex West, Agami•",2023-10-11,199093133
"EGP 1,377,000",3,2,153 SQM,"Seyouf, Alexandria•",2023-10-11,199114033
"EGP 3,950,000",3,2,180 SQM,"Terrace Smouha, Smoha•",2023-10-11,199057080
"EGP 1,296,000",2,1,144 SQM,"Seyouf, Alexandria•",2023-10-11,199113735
"EGP 1,950,000",2,2,100 SQM,"Maamoura, Alexandria•",2023-10-11,198177908
"EGP 3,560,000",3,3,155 SQM,"Alex West, Agami•",2023-10-11,199082039
"EGP 3,150,000",3,2,150 SQM,"Roushdy, Alexandria•",2023-10-11,199047551
"EGP 5,250,000",3,2,270 SQM,"Smoha, Alexandria•",2023-10-11,198765889
