Price,Bedrooms,Bathrooms,Area,Location
"EGP 290,000Negotiable",3,1,120 SQM,"Nakheel, Alexandria•"
"EGP 300,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 580,000Negotiable",4,2,300 SQM,"Nakheel, Alexandria•"
"EGP 16,000,000",6,4,600 SQM,"Laurent, Alexandria•"
"EGP 800,000Negotiable",3,1,125 SQM,"Asafra, Alexandria•"
"EGP 4,100,000",4,3,288 SQM,"Smoha, Alexandria•"
"EGP 3,410,000",3,3,155 SQM,"Smoha, Alexandria•"
"EGP 350,000",2,1,85 SQM,"Agami, Alexandria•"
"EGP 3,450,000",3,2,145 SQM,"Glim, Alexandria•"
"EGP 2,700,000",3,2,162 SQM,"Asafra, Alexandria•"
"EGP 2,100,000",3,3,150 SQM,"Kafr Abdo, Alexandria•"
"EGP 4,750,000",3,3,230 SQM,"Roushdy, Alexandria•"
"EGP 3,500,000",3,2,180 SQM,"Mandara, Alexandria•"
"EGP 1,450,000",2,1,100 SQM,"Miami, Alexandria•"
"EGP 2,700,000",4,3,224 SQM,"Kafr Abdo, Alexandria•"
"EGP 2,680,000",4,3,225 SQM,"Mandara, Alexandria•"
"EGP 4,500,000",4,3,240 SQM,"Asafra, Alexandria•"
"EGP 8,000,000",4,4,320 SQM,"Glim, Alexandria•"
"EGP 3,350,000",4,2,245 SQM,"Zezenia, Alexandria•"
"EGP 2,380,000",3,2,140 SQM,"Smoha, Alexandria•"
"EGP 950,000Negotiable",2,1,160 SQM,"Miami, Alexandria•"
"EGP 1,800,000",2,1,126 SQM,"Sidi Gaber, Alexandria•"
"EGP 490,000Negotiable",2,1,100 SQM,"Agami, Alexandria•"
"EGP 4,200,000",3,3,220 SQM,"Smoha, Alexandria•"
"EGP 260,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 450,000Negotiable",2,1,85 SQM,"Miami, Alexandria•"
"EGP 1,700,000Negotiable",3,2,150 SQM,"Sidi Beshr, Alexandria•"
"EGP 950,000Negotiable",2,1,128 SQM,"Laurent, Alexandria•"
"EGP 1,450,000",3,1,135 SQM,"Smoha, Alexandria•"
"EGP 2,300,000",3,3,165 SQM,"Saba Pasha, Alexandria•"
"EGP 290,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 450,000Negotiable",3,2,250 SQM,"Nakheel, Alexandria•"
"EGP 480,000Negotiable",3,2,250 SQM,"Nakheel, Alexandria•"
"EGP 220,000Negotiable",2,2,140 SQM,"Nakheel, Alexandria•"
"EGP 280,000",2,1,85 SQM,"Agami, Alexandria•"
"EGP 460,000Negotiable",2,1,120 SQM,"Nakheel, Alexandria•"
"EGP 485,000Negotiable",2,1,125 SQM,"Nakheel, Alexandria•"
"EGP 420,000",3,1,115 SQM,"Agami, Alexandria•"
"EGP 530,000",2,2,120 SQM,"Agami, Alexandria•"
"EGP 390,000Negotiable",2,1,140 SQM,"Nakheel, Alexandria•"
"EGP 370,000Negotiable",2,2,125 SQM,"Agami, Alexandria•"
"EGP 360,000Negotiable",4,2,140 SQM,"Nakheel, Alexandria•"
"EGP 360,000Negotiable",2,1,130 SQM,"Nakheel, Alexandria•"
"EGP 360,000Negotiable",2,1,140 SQM,"Nakheel, Alexandria•"
"EGP 240,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 410,000Negotiable",2,2,280 SQM,"Nakheel, Alexandria•"
"EGP 250,000Negotiable",3,1,130 SQM,"Agami, Alexandria•"
"EGP 1,950,000Negotiable",3,2,170 SQM,"Stanley, Alexandria•"
"EGP 1,050,000Negotiable",2,1,150 SQM,"Miami, Alexandria•"
"EGP 3,000,000",3,2,170 SQM,"Smoha, Alexandria•"
"EGP 255,000Negotiable",3,1,150 SQM,"Agami, Alexandria•"
"EGP 2,850,000",3,2,180 SQM,"Smoha, Alexandria•"
"EGP 2,500,000Negotiable",4,2,300 SQM,"Smoha, Alexandria•"
"EGP 1,750,000",3,2,151 SQM,"Fleming, Alexandria•"
"EGP 2,100,000Negotiable",3,2,175 SQM,"Bolkly, Alexandria•"
"EGP 4,350,000",3,2,275 SQM,"Sporting, Alexandria•"
"EGP 1,700,000",2,1,120 SQM,"Roushdy, Alexandria•"
"EGP 340,000",1,1,95 SQM,"Moharam Bik, Alexandria•"
"EGP 440,000Negotiable",3,1,130 SQM,"Nakheel, Alexandria•"
"EGP 1,350,000Negotiable",4,4,460 SQM,"Agami, Alexandria•"
"EGP 320,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 2,000,000Negotiable",3,2,150 SQM,"Montazah, Alexandria•"
"EGP 390,000Negotiable",2,2,130 SQM,"Nakheel, Alexandria•"
"EGP 720,000",2,1,100 SQM,"Sidi Beshr, Alexandria•"
"EGP 260,000Negotiable",2,1,180 SQM,"Nakheel, Alexandria•"
"EGP 285,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 420,000Negotiable",2,2,135 SQM,"Nakheel, Alexandria•"
"EGP 450,000Negotiable",2,1,75 SQM,"Sidi Beshr, Alexandria•"
"EGP 6,500,000",3,2,310 SQM,"Kafr Abdo, Alexandria•"
"EGP 190,000Negotiable",2,1,80 SQM,"Bacchus, Alexandria•"
"EGP 350,000Negotiable",2,2,200 SQM,"Nakheel, Alexandria•"
"EGP 450,000Negotiable",2,1,100 SQM,"Dekheila, Alexandria•"
"EGP 2,250,000Negotiable",3,2,200 SQM,"Laurent, Alexandria•"
"EGP 2,500,000Negotiable",3,2,200 SQM,"Laurent, Alexandria•"
"EGP 2,250,000Negotiable",3,2,200 SQM,"Laurent, Alexandria•"
"EGP 350,000Negotiable",2,2,200 SQM,"Nakheel, Alexandria•"
"EGP 3,500,000",3,3,227 SQM,"Glim, Alexandria•"
"EGP 2,800,000",3,2,126 SQM,"Smoha, Alexandria•"
"EGP 2,450,000",2,2,121 SQM,"Stanley, Alexandria•"
"EGP 170,000Negotiable",1,1,55 SQM,"Nakheel, Alexandria•"
"EGP 3,500,000",3,3,167 SQM,"Laurent, Alexandria•"
"EGP 4,049,000",3,3,177 SQM,"Stanley, Alexandria•"
"EGP 133,000Negotiable",1,1,50 SQM,"Nakheel, Alexandria•"
"EGP 950,000Negotiable",3,1,130 SQM,"Miami, Alexandria•"
"EGP 2,300,000",3,2,220 SQM,"Smoha, Alexandria•"
"EGP 4,000,000",3,2,200 SQM,"Laurent, Alexandria•"
"EGP 4,400,000",3,2,185 SQM,"Miami, Alexandria•"
"EGP 2,500,000",3,3,220 SQM,"Saba Pasha, Alexandria•"
"EGP 350,000",3,1,155 SQM,"Dekheila, Alexandria•"
"EGP 1,414,900",2,1,80 SQM,"Glim, Alexandria•"
"EGP 6,000,000",3,3,263 SQM,"Smoha, Alexandria•"
"EGP 1,900,000",3,1,151 SQM,"Cleopatra, Alexandria•"
"EGP 2,800,000",3,2,205 SQM,"Smoha, Alexandria•"
"EGP 2,400,000Negotiable",3,2,160 SQM,"Smoha, Alexandria•"
"EGP 1,050,000",3,3,180 SQM,"Agami, Alexandria•"
"EGP 105,000",1,1,50 SQM,"Agami, Alexandria•"
"EGP 2,200,000",4,2,196 SQM,"Saba Pasha, Alexandria•"
"EGP 3,100,000",4,3,250 SQM,"Smoha, Alexandria•"
"EGP 2,200,000Negotiable",3,1,160 SQM,"Saba Pasha, Alexandria•"
"EGP 1,300,000Negotiable",2,2,115 SQM,"Laurent, Alexandria•"
"EGP 390,000Negotiable",2,2,120 SQM,"Nakheel, Alexandria•"
"EGP 190,000Negotiable",1,1,70 SQM,"Nakheel, Alexandria•"
"EGP 275,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 370,000Negotiable",4,2,130 SQM,"Nakheel, Alexandria•"
"EGP 3,600,000",3,3,240 SQM,"Saba Pasha, Alexandria•"
"EGP 1,900,000Negotiable",3,3,170 SQM,"Glim, Alexandria•"
"EGP 1,350,000",3,1,125 SQM,"Cleopatra, Alexandria•"
"EGP 470,000Negotiable",3,1,130 SQM,"Nakheel, Alexandria•"
"EGP 3,222,000",4,3,179 SQM,"Smoha, Alexandria•"
"EGP 2,826,800",3,2,148 SQM,"Smoha, Alexandria•"
"EGP 2,826,800",3,2,148 SQM,"Smoha, Alexandria•"
"EGP 700,000",2,1,101 SQM,"Seyouf, Alexandria•"
"EGP 2,400,000Negotiable",2,1,108 SQM,"Maamoura, Alexandria•"
"EGP 2,240,000",3,2,151 SQM,"Saba Pasha, Alexandria•"
"EGP 1,900,000Negotiable",3,2,165 SQM,"Smoha, Alexandria•"
"EGP 1,890,000",3,2,135 SQM,"Laurent, Alexandria•"
"EGP 205,000",1,1,60 SQM,"Bacchus, Alexandria•"
"EGP 6,200,000",3,2,175 SQM,"Sporting, Alexandria•"
"EGP 1,760,000Negotiable",3,1,160 SQM,"Gianaclis, Alexandria•"
"EGP 1,800,000",2,2,100 SQM,"Manshiyya, Alexandria•"
"EGP 2,178,000",2,2,121 SQM,"Smoha, Alexandria•"
"EGP 1,100,000",3,1,150 SQM,"Sidi Beshr, Alexandria•"
"EGP 1,950,000",3,1,160 SQM,"Al Ibrahimiyyah, Alexandria•"
"EGP 340,000",3,1,90 SQM,"Victoria, Alexandria•"
"EGP 1,350,000",3,1,117 SQM,"Al Hadrah, Alexandria•"
"EGP 950,000",3,2,145 SQM,"Victoria, Alexandria•"
"EGP 3,000,000",3,3,220 SQM,"Stanley, Alexandria•"
"EGP 240,000",3,1,130 SQM,"Agami, Alexandria•"
"EGP 3,800,000Negotiable",3,2,225 SQM,"Sidi Beshr, Alexandria•"
"EGP 500,000",3,2,350 SQM,"Agami, Alexandria•"
"EGP 650,000",3,2,135 SQM,"Borg al-Arab, Alexandria•"
"EGP 570,000",2,1,100 SQM,"Miami, Alexandria•"
"EGP 650,000Negotiable",3,1,110 SQM,"Abu Qir, Alexandria•"
"EGP 3,750,000",4,3,285 SQM,"Smoha, Alexandria•"
"EGP 5,350,000Negotiable",3,3,300 SQM,"Smoha, Alexandria•"
"EGP 350,000",2,1,85 SQM,"Amreya, Alexandria•"
"EGP 250,000Negotiable",3,1,90 SQM,"Fleming, Alexandria•"
"EGP 310,000Negotiable",2,1,115 SQM,"Nakheel, Alexandria•"
"EGP 310,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 310,000Negotiable",2,1,120 SQM,"Nakheel, Alexandria•"
"EGP 490,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 395,000Negotiable",2,2,135 SQM,"Nakheel, Alexandria•"
"EGP 400,000Negotiable",2,1,130 SQM,"Nakheel, Alexandria•"
"EGP 400,000Negotiable",3,1,240 SQM,"Nakheel, Alexandria•"
"EGP 390,000Negotiable",3,2,162 SQM,"Nakheel, Alexandria•"
"EGP 290,000Negotiable",3,1,120 SQM,"Nakheel, Alexandria•"
"EGP 280,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 490,000Negotiable",2,1,115 SQM,"Nakheel, Alexandria•"
"EGP 440,000Negotiable",3,1,120 SQM,"Nakheel, Alexandria•"
"EGP 340,000Negotiable",2,2,135 SQM,"Nakheel, Alexandria•"
"EGP 290,000Negotiable",2,1,190 SQM,"Nakheel, Alexandria•"
"EGP 395,000Negotiable",3,1,135 SQM,"Nakheel, Alexandria•"
"EGP 270,000",2,1,80 SQM,"Agami, Alexandria•"
"EGP 1,485,000",3,2,165 SQM,"Seyouf, Alexandria•"
"EGP 2,000,000",5,5,500 SQM,"Agami, Alexandria•"
"EGP 1,650,000Negotiable",3,2,160 SQM,"Fleming, Alexandria•"
"EGP 3,600,000",3,2,200 SQM,"Laurent, Alexandria•"
"EGP 1,800,000",3,2,135 SQM,"Laurent, Alexandria•"
"EGP 7,000,000Negotiable",3,3,240 SQM,"Roushdy, Alexandria•"
"EGP 2,800,000",3,2,210 SQM,"Roushdy, Alexandria•"
"EGP 3,500,000Negotiable",3,2,140 SQM,"Laurent, Alexandria•"
"EGP 770,000",3,2,155 SQM,"Agami, Alexandria•"
"EGP 1,800,000",3,3,141 SQM,"Moharam Bik, Alexandria•"
"EGP 1,400,000",3,2,206 SQM,"Miami, Alexandria•"
"EGP 2,950,000",5,2,180 SQM,"Kafr Abdo, Alexandria•"
"EGP 180,000",2,1,65 SQM,"Agami, Alexandria•"
"EGP 250,000Negotiable",2,1,120 SQM,"Agami, Alexandria•"
"EGP 1,000,000",3,1,142 SQM,"Seyouf, Alexandria•"
"EGP 320,000Negotiable",2,1,115 SQM,"Agami, Alexandria•"
"EGP 520,000Negotiable",2,1,85 SQM,"Sidi Beshr, Alexandria•"
"EGP 850,000Negotiable",3,1,152 SQM,"El Max, Alexandria•"
"EGP 175,000Negotiable",2,1,95 SQM,"Agami, Alexandria•"
"EGP 2,504,500",3,2,143 SQM,"Smoha, Alexandria•"
"EGP 1,150,000Negotiable",2,1,100 SQM,"Fleming, Alexandria•"
"EGP 430,000",3,1,110 SQM,"Abu Qir, Alexandria•"
"EGP 1,200,000Negotiable",4,2,160 SQM,"Moharam Bik, Alexandria•"
"EGP 315,000Negotiable",3,1,120 SQM,"Dekheila, Alexandria•"
"EGP 2,850,000Negotiable",3,2,190 SQM,"Smoha, Alexandria•"
"EGP 380,000Negotiable",2,2,130 SQM,"Nakheel, Alexandria•"
"EGP 520,000Negotiable",3,1,130 SQM,"Nakheel, Alexandria•"
"EGP 250,000",2,1,75 SQM,"Agami, Alexandria•"
"EGP 350,000Negotiable",2,1,70 SQM,"Victoria, Alexandria•"
"EGP 250,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 330,000Negotiable",3,1,120 SQM,"Nakheel, Alexandria•"
"EGP 280,000Negotiable",3,1,150 SQM,"Nakheel, Alexandria•"
"EGP 1,300,000Negotiable",3,1,120 SQM,"Sidi Beshr, Alexandria•"
"EGP 310,000Negotiable",2,1,110 SQM,"Nakheel, Alexandria•"
"EGP 2,300,000Negotiable",3,2,145 SQM,"Al Ibrahimiyyah, Alexandria•"
"EGP 1,300,000",3,1,130 SQM,"Al Hadrah, Alexandria•"
"EGP 1,850,000",3,2,155 SQM,"Bolkly, Alexandria•"
"EGP 2,500,000Negotiable",3,2,285 SQM,"Laurent, Alexandria•"
"EGP 1,825,000Negotiable",3,2,165 SQM,"Laurent, Alexandria•"
"EGP 3,600,000",3,3,235 SQM,"Glim, Alexandria•"
"EGP 4,650,000",3,3,218 SQM,"Smoha, Alexandria•"
"EGP 11,000,000",4,4,270 SQM,"San Stefano, Alexandria•"
"EGP 875,000Negotiable",2,1,105 SQM,"Gianaclis, Alexandria•"
"EGP 1,200,000",2,1,132 SQM,"Smoha, Alexandria•"
"EGP 3,500,000",3,3,235 SQM,"Raml Station, Alexandria•"
"EGP 1,200,000Negotiable",3,3,200 SQM,"Smoha, Alexandria•"
"EGP 255,000",2,1,100 SQM,"Agami, Alexandria•"
"EGP 2,325,000",3,2,155 SQM,"Sporting, Alexandria•"
"EGP 1,750,000",3,2,155 SQM,"Cleopatra, Alexandria•"
"EGP 1,920,000",3,2,160 SQM,"Fleming, Alexandria•"
"EGP 295,000Negotiable",2,1,95 SQM,"Nakheel, Alexandria•"
"EGP 1,500,000",2,1,100 SQM,"Saba Pasha, Alexandria•"
"EGP 3,350,000",3,2,200 SQM,"Smoha, Alexandria•"
"EGP 2,400,000",3,1,155 SQM,"Camp Caesar, Alexandria•"
"EGP 1,700,000Negotiable",3,1,125 SQM,"Saba Pasha, Alexandria•"
"EGP 310,000Negotiable",2,1,95 SQM,"Nakheel, Alexandria•"
"EGP 190,000",1,1,85 SQM,"Agami, Alexandria•"
"EGP 3,150,000",3,2,250 SQM,"Roushdy, Alexandria•"
"EGP 1,200,000Negotiable",2,1,120 SQM,"Azarita, Alexandria•"
"EGP 900,000Negotiable",2,1,130 SQM,"Montazah, Alexandria•"
"EGP 325,000Negotiable",2,1,80 SQM,"Agami, Alexandria•"
"EGP 2,250,000",3,2,150 SQM,"Miami, Alexandria•"
"EGP 550,000",2,2,100 SQM,"Borg al-Arab, Alexandria•"
"EGP 280,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 250,000",3,1,90 SQM,"Asafra, Alexandria•"
"EGP 2,600,000",3,2,240 SQM,"Laurent, Alexandria•"
"EGP 2,660,000",3,2,152 SQM,"Al Ibrahimiyyah, Alexandria•"
"EGP 260,000Negotiable",2,1,180 SQM,"Nakheel, Alexandria•"
"EGP 2,000,000",3,2,160 SQM,"Saba Pasha, Alexandria•"
"EGP 6,200,000",3,2,175 SQM,"Sporting, Alexandria•"
"EGP 1,575,000",3,2,160 SQM,"Saba Pasha, Alexandria•"
"EGP 1,400,000",3,2,145 SQM,"Montazah, Alexandria•"
"EGP 615,000",3,1,115 SQM,"Miami, Alexandria•"
"EGP 1,600,000",2,1,125 SQM,"Smoha, Alexandria•"
"EGP 540,000Negotiable",3,2,150 SQM,"Nakheel, Alexandria•"
"EGP 2,700,000",3,2,150 SQM,"San Stefano, Alexandria•"
"EGP 1,900,000Negotiable",3,1,151 SQM,"Cleopatra, Alexandria•"
"EGP 1,000,000",4,2,145 SQM,"Sidi Beshr, Alexandria•"
"EGP 3,200,000",3,2,200 SQM,"Roushdy, Alexandria•"
"EGP 1,750,000",3,2,150 SQM,"Laurent, Alexandria•"
"EGP 1,100,000",3,3,140 SQM,"Cleopatra, Alexandria•"
"EGP 1,000,000",2,1,110 SQM,"Moharam Bik, Alexandria•"
"EGP 2,150,000",3,2,212 SQM,"Roushdy, Alexandria•"
"EGP 735,000",3,1,140 SQM,"Al Hadrah, Alexandria•"
"EGP 2,500,000",3,2,180 SQM,"Smoha, Alexandria•"
"EGP 3,700,000",3,2,155 SQM,"Miami, Alexandria•"
"EGP 750,000",3,2,105 SQM,"Smoha, Alexandria•"
"EGP 3,000,000",3,2,200 SQM,"Glim, Alexandria•"
"EGP 1,900,000",4,2,145 SQM,"Smoha, Alexandria•"
"EGP 3,195,500",3,2,154 SQM,"Moharam Bik, Alexandria•"
"EGP 4,399,748",3,3,181 SQM,"Moharam Bik, Alexandria•"
"EGP 3,000,000",3,2,177 SQM,"Smoha, Alexandria•"
"EGP 4,700,000",4,3,438 SQM,"Laurent, Alexandria•"
"EGP 1,850,000",3,2,144 SQM,"Smoha, Alexandria•"
"EGP 1,600,000",3,2,160 SQM,"Smoha, Alexandria•"
"EGP 4,000,000",3,2,200 SQM,"Glim, Alexandria•"
"EGP 2,938,315",2,2,115 SQM,"Smoha, Alexandria•"
"EGP 2,500,000",4,3,300 SQM,"Laurent, Alexandria•"
"EGP 1,100,000Negotiable",3,1,125 SQM,"Miami, Alexandria•"
"EGP 700,000Negotiable",1,1,90 SQM,"Asafra, Alexandria•"
"EGP 300,000Negotiable",2,1,150 SQM,"Nakheel, Alexandria•"
"EGP 1,100,000",2,1,100 SQM,"Smoha, Alexandria•"
"EGP 280,000Negotiable",2,1,200 SQM,"Nakheel, Alexandria•"
"EGP 580,000",3,2,200 SQM,"Agami, Alexandria•"
"EGP 1,500,000Negotiable",3,1,145 SQM,"Bolkly, Alexandria•"
"EGP 3,420,000",3,2,180 SQM,"Saba Pasha, Alexandria•"
"EGP 435,000Negotiable",3,1,135 SQM,"Nakheel, Alexandria•"
"EGP 720,000",3,2,140 SQM,"Agami, Alexandria•"
"EGP 1,700,000",2,2,145 SQM,"Gianaclis, Alexandria•"
"EGP 1,000,000",3,1,115 SQM,"Moharam Bik, Alexandria•"
"EGP 1,400,000",2,1,100 SQM,"Smoha, Alexandria•"
"EGP 590,000Negotiable",3,1,100 SQM,"Miami, Alexandria•"
"EGP 3,000,000Negotiable",3,2,140 SQM,"Glim, Alexandria•"
"EGP 4,600,000Negotiable",3,3,230 SQM,"Roushdy, Alexandria•"
"EGP 650,000",3,2,180 SQM,"Sidi Beshr, Alexandria•"
"EGP 1,600,000",3,1,156 SQM,"Smoha, Alexandria•"
"EGP 3,500,000",3,2,135 SQM,"Roushdy, Alexandria•"
"EGP 280,000Negotiable",2,1,80 SQM,"Agami, Alexandria•"
"EGP 700,000",3,2,220 SQM,"Agami, Alexandria•"
"EGP 3,800,000",4,3,320 SQM,"Zezenia, Alexandria•"
"EGP 1,050,000",3,2,160 SQM,"Agami, Alexandria•"
"EGP 260,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 890,000",3,1,140 SQM,"Agami, Alexandria•"
"EGP 1,025,000",3,2,160 SQM,"Agami, Alexandria•"
"EGP 3,000,000Negotiable",5,3,350 SQM,"Al Hadrah, Alexandria•"
"EGP 3,150,000Negotiable",3,3,208 SQM,"Laurent, Alexandria•"
"EGP 1,650,000",3,2,186 SQM,"Saba Pasha, Alexandria•"
"EGP 550,000",3,1,135 SQM,"Agami, Alexandria•"
"EGP 210,000Negotiable",2,1,85 SQM,"Nakheel, Alexandria•"
"EGP 270,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 1,200,000",3,1,150 SQM,"Seyouf, Alexandria•"
"EGP 380,000Negotiable",3,1,110 SQM,"Dekheila, Alexandria•"
"EGP 1,750,000Negotiable",3,2,63 SQM,"Maamoura, Alexandria•"
"EGP 4,900,000",3,3,240 SQM,"Smoha, Alexandria•"
"EGP 4,200,000Negotiable",3,3,200 SQM,"Miami, Alexandria•"
"EGP 3,100,000",4,3,260 SQM,"Laurent, Alexandria•"
"EGP 1,100,000Negotiable",3,1,138 SQM,"Mandara, Alexandria•"
"EGP 360,000Negotiable",3,3,300 SQM,"Nakheel, Alexandria•"
"EGP 235,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 350,000",2,1,100 SQM,"Seyouf, Alexandria•"
"EGP 2,800,000Negotiable",3,2,200 SQM,"Glim, Alexandria•"
"EGP 4,900,000",3,3,245 SQM,"Smoha, Alexandria•"
"EGP 5,200,000Negotiable",3,3,210 SQM,"Cleopatra, Alexandria•"
"EGP 1,650,000",3,2,155 SQM,"Smoha, Alexandria•"
"EGP 1,150,000Negotiable",3,1,135 SQM,"Miami, Alexandria•"
"EGP 2,000,000",3,2,180 SQM,"Smoha, Alexandria•"
"EGP 540,000Negotiable",3,1,115 SQM,"Mandara, Alexandria•"
"EGP 1,300,000Negotiable",4,3,250 SQM,"Seyouf, Alexandria•"
"EGP 380,000Negotiable",3,1,100 SQM,"Asafra, Alexandria•"
"EGP 5,200,000",4,3,262 SQM,"Laurent, Alexandria•"
"EGP 4,800,000",3,2,285 SQM,"Stanley, Alexandria•"
"EGP 3,030,000",3,2,202 SQM,"Miami, Alexandria•"
"EGP 500,000",1,1,80 SQM,"Attarin, Alexandria•"
"EGP 750,000",3,1,120 SQM,"Agami, Alexandria•"
"EGP 10,000,000Negotiable",3,4,400 SQM,"Glim, Alexandria•"
"EGP 2,826,800",3,2,148 SQM,"Smoha, Alexandria•"
"EGP 4,350,000",3,3,300 SQM,"Saba Pasha, Alexandria•"
"EGP 1,500,000Negotiable",3,2,165 SQM,"Sidi Beshr, Alexandria•"
"EGP 3,950,000",3,3,220 SQM,"Smoha, Alexandria•"
"EGP 1,000,100",3,1,135 SQM,"Seyouf, Alexandria•"
"EGP 385,000",2,1,65 SQM,"Maamoura, Alexandria•"
"EGP 3,232,000",3,2,160 SQM,"Smoha, Alexandria•"
"EGP 2,908,200",3,2,148 SQM,"Smoha, Alexandria•"
"EGP 2,200,000",3,1,160 SQM,"Smoha, Alexandria•"
"EGP 5,700,000",4,3,364 SQM,"Smoha, Alexandria•"
"EGP 1,300,000",2,1,120 SQM,"Smoha, Alexandria•"
"EGP 760,000Negotiable",4,1,155 SQM,"Maamoura, Alexandria•"
"EGP 3,000,000",3,3,200 SQM,"Smoha, Alexandria•"
"EGP 4,000,000",3,2,243 SQM,"Sidi Gaber, Alexandria•"
"EGP 3,200,000",3,1,150 SQM,"Raml Station, Alexandria•"
"EGP 3,850,000Negotiable",3,3,226 SQM,"Smoha, Alexandria•"
"EGP 900,000Negotiable",2,1,125 SQM,"Saba Pasha, Alexandria•"
"EGP 2,850,000",3,3,158 SQM,"Moharam Bik, Alexandria•"
"EGP 2,900,000",3,3,191 SQM,"Smoha, Alexandria•"
"EGP 2,200,000Negotiable",3,2,150 SQM,"Glim, Alexandria•"
"EGP 240,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 290,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 320,000Negotiable",3,1,120 SQM,"Nakheel, Alexandria•"
"EGP 1,700,000",3,2,185 SQM,"Smoha, Alexandria•"
"EGP 290,000Negotiable",2,1,90 SQM,"Nakheel, Alexandria•"
"EGP 330,000Negotiable",2,1,240 SQM,"Nakheel, Alexandria•"
"EGP 360,000Negotiable",4,2,130 SQM,"Nakheel, Alexandria•"
"EGP 580,000Negotiable",6,3,390 SQM,"Nakheel, Alexandria•"
"EGP 1,450,000",3,1,140 SQM,"Al Ibrahimiyyah, Alexandria•"
"EGP 450,000Negotiable",3,1,140 SQM,"Nakheel, Alexandria•"
"EGP 5,180,000",3,3,180 SQM,"San Stefano, Alexandria•"
"EGP 430,000Negotiable",3,2,180 SQM,"Nakheel, Alexandria•"
"EGP 540,000Negotiable",3,2,180 SQM,"Nakheel, Alexandria•"
"EGP 290,000Negotiable",2,1,100 SQM,"Nakheel, Alexandria•"
"EGP 280,000Negotiable",2,1,95 SQM,"Nakheel, Alexandria•"
"EGP 375,000Negotiable",2,1,130 SQM,"Nakheel, Alexandria•"
"EGP 350,000Negotiable",2,2,130 SQM,"Nakheel, Alexandria•"
"EGP 1,550,000Negotiable",3,1,160 SQM,"Al Ibrahimiyyah, Alexandria•"
"EGP 3,650,000",3,3,177 SQM,"Moharam Bik, Alexandria•"
"EGP 620,000",2,1,110 SQM,"Agami, Alexandria•"
"EGP 450,000Negotiable",3,1,85 SQM,"Schutz, Alexandria•"
"EGP 1,250,000",3,2,150 SQM,"Laurent, Alexandria•"
"EGP 1,600,000",3,2,165 SQM,"Roushdy, Alexandria•"
"EGP 1,850,000Negotiable",2,1,82 SQM,"Saba Pasha, Alexandria•"
"EGP 510,000Negotiable",2,2,280 SQM,"Nakheel, Alexandria•"
"EGP 2,100,000Negotiable",3,2,220 SQM,"Sidi Beshr, Alexandria•"
"EGP 3,100,000Negotiable",3,2,180 SQM,"Smoha, Alexandria•"
"EGP 6,568,000",4,4,232 SQM,"Moharam Bik, Alexandria•"
"EGP 125,000",2,1,75 SQM,"Agami, Alexandria•"
"EGP 450,000Negotiable",1,1,100 SQM,"Smoha, Alexandria•"
"EGP 250,000Negotiable",2,1,150 SQM,"Maamoura, Alexandria•"
"EGP 3,600,000Negotiable",4,2,250 SQM,"Zezenia, Alexandria•"
"EGP 630,000Negotiable",2,1,115 SQM,"Bacchus, Alexandria•"
"EGP 1,500,000Negotiable",3,1,120 SQM,"Manshiyya, Alexandria•"
"EGP 400,000Negotiable",2,1,90 SQM,"Mandara, Alexandria•"
"EGP 2,250,000",3,2,210 SQM,"Laurent, Alexandria•"
"EGP 345,000Negotiable",3,1,150 SQM,"Nakheel, Alexandria•"
"EGP 390,000Negotiable",2,2,140 SQM,"Nakheel, Alexandria•"
"EGP 470,000Negotiable",3,1,120 SQM,"Bacchus, Alexandria•"
"EGP 1,150,000",2,1,110 SQM,"Victoria, Alexandria•"
"EGP 1,300,000",2,1,75 SQM,"San Stefano, Alexandria•"
"EGP 420,000",3,1,125 SQM,"Agami, Alexandria•"
"EGP 2,600,000Negotiable",3,2,240 SQM,"Laurent, Alexandria•"
"EGP 1,100,000Negotiable",3,1,165 SQM,"Montazah, Alexandria•"
"EGP 580,000Negotiable",2,1,105 SQM,"Sidi Beshr, Alexandria•"
"EGP 2,900,000",3,3,175 SQM,"Smoha, Alexandria•"
